fir_id,crime_type,district,police_station,reported_at,latitude,longitude,status,offender_id,victim_gender,victim_age,weapon_used,crime_hour,crime_day,crime_month,crime_year,is_weekend,festival,season,income_category,population_density,crime_frequency,repeat_offender_count,time_since_last_crime,previous_crimes_nearby,distance_from_police_station,historical_hotspot_score,risk_score,risk_level,threat_level,confidence_score,trend_score,seasonal_pattern,risk_zone,patrol_recommendation,day_night_indicator,crime_forecast
FIR-2022-09703,Cyber Crime,Shivamogga,Shivamogga Cyber Cell,2022-06-05 15:03:00,13.687263,76.665653,Under Investigation,OFF-3218,Male,33,Firearm,15,5,6,2022,1,0,Summer,Medium,12000,6,4,215,15,3.32,6.64,70,Medium,Moderate,0.5,0.23,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09704,Drug Trafficking,Other,Other South,2025-04-19 23:26:00,16.519081,74.762009,Open,OFF-4138,Male,53,Crowbar,23,19,4,2025,1,0,Summer,High,4500,5,2,181,6,2.35,66.11,50,Medium,Severe,0.93,0.39,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-09705,Property Dispute,Hubballi Dharwad,Hubballi Dharwad Cyber Cell,2025-04-26 07:08:00,15.192459,77.656039,Solved,OFF-4402,Female,32,Knife,7,26,4,2025,1,0,Summer,Low,8000,7,1,222,11,1.16,21.36,66,Medium,Severe,0.6,0.12,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09706,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2026-10-14 21:00:00,12.02684,75.540182,Open,OFF-2347,Male,71,Crowbar,21,14,10,2026,0,0,Monsoon,High,12000,5,3,975,4,11.26,1.13,18,Low,Low,0.84,-0.02,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-09707,Traffic Offence,Bengaluru Urban,Bengaluru Urban Cyber Cell,2024-05-04 11:50:00,12.763707,75.644171,Open,OFF-3896,Unknown,79,Crowbar,11,4,5,2024,1,0,Summer,Medium,8000,7,2,16,0,6.96,20.43,18,Low,Moderate,0.63,-0.5,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09708,Coastal Smuggling,Udupi,Udupi Central,2026-09-06 12:52:00,13.588029,76.8938,Open,OFF-3526,Male,77,Stick,12,6,9,2026,1,0,Monsoon,Low,12000,3,2,234,15,10.06,8.74,92,High,Moderate,0.84,-0.92,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-09709,Traffic Offence,Hubballi Dharwad,Hubballi Dharwad North,2021-01-23 03:02:00,16.446461,76.443716,Solved,OFF-1897,Male,49,Firearm,3,23,1,2021,1,0,Winter,Medium,8000,9,2,940,15,9.06,54.12,95,High,Low,0.61,0.94,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2020-09710,Cyber Crime,Belagavi,Belagavi Rural,2020-12-12 08:37:00,17.532398,75.280686,Closed,OFF-2990,Unknown,75,Digital,8,12,12,2020,1,0,Winter,Medium,12000,5,2,386,3,2.68,43.42,39,Low,Moderate,0.58,-0.92,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09711,Financial Fraud,Bengaluru Urban,Bengaluru Urban North,2023-09-09 21:47:00,16.573211,77.325723,Under Investigation,OFF-2274,Unknown,20,Unknown,21,9,9,2023,1,0,Monsoon,Low,4500,9,2,128,15,10.56,41.31,95,High,Severe,0.6,0.17,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-09712,Cyber Crime,Other,Other Rural,2026-02-18 12:01:00,13.310413,74.775166,Closed,OFF-1206,Unknown,32,Knife,12,18,2,2026,0,0,Winter,High,4500,2,4,430,8,8.1,10.29,42,Medium,Severe,0.9,0.33,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09713,Property Dispute,Mysuru,Mysuru South,2024-04-04 20:14:00,16.441334,75.636461,Closed,OFF-1702,Unknown,54,Firearm,20,4,4,2024,0,1,Summer,High,12000,5,4,388,9,12.9,48.44,81,High,Severe,0.67,0.52,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-09714,Cyber Crime,Bengaluru Urban,Bengaluru Urban Central,2026-09-16 19:47:00,11.940352,77.5618,Open,OFF-4985,Female,49,Knife,19,16,9,2026,0,0,Monsoon,High,4500,6,1,328,3,10.73,75.13,86,High,Severe,0.9,-0.66,Normal,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2021-09715,Robbery,Udupi,Udupi Central,2021-04-11 07:16:00,11.942497,75.488957,Solved,OFF-4963,Male,79,Stick,7,11,4,2021,1,0,Summer,Low,12000,2,4,217,11,3.12,15.28,27,Low,Moderate,0.75,0.53,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09716,Property Dispute,Kodagu,Kodagu North,2022-05-28 19:43:00,14.135118,76.220105,Solved,OFF-1766,Unknown,44,Crowbar,19,28,5,2022,1,0,Summer,High,8000,10,2,666,13,1.83,80.27,60,Medium,Low,0.68,-0.19,Spike in Summer,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2026-09717,Financial Fraud,Bengaluru Urban,Bengaluru Urban Central,2026-01-28 21:44:00,13.97463,76.130708,Open,OFF-2073,Unknown,20,Knife,21,28,1,2026,0,0,Winter,Medium,8000,5,3,194,9,2.8,19.86,41,Medium,Low,0.56,0.16,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-09718,Burglary,Mysuru,Mysuru Rural,2025-04-01 13:39:00,16.62048,77.474858,Open,OFF-3389,Unknown,62,Crowbar,13,1,4,2025,0,0,Summer,Medium,8000,4,5,545,5,5.06,33.67,72,Medium,Moderate,0.75,-0.83,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-09719,Financial Fraud,Bengaluru Urban,Bengaluru Urban North,2020-08-09 04:53:00,17.238683,74.742302,Under Investigation,OFF-4243,Female,68,Crowbar,4,9,8,2020,1,0,Monsoon,Low,12000,4,2,705,8,13.28,50.48,10,Low,Low,0.63,-0.93,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-09720,Traffic Offence,Shivamogga,Shivamogga Central,2021-05-24 05:31:00,12.535045,75.250433,Solved,OFF-4880,Female,52,Unknown,5,24,5,2021,0,0,Summer,Medium,12000,10,1,178,15,14.53,75.19,87,High,Moderate,0.53,-0.46,Spike in Summer,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2026-09721,Property Dispute,Other,Other Rural,2026-09-10 07:34:00,12.250712,78.186597,Under Investigation,OFF-3713,Male,28,Digital,7,10,9,2026,0,0,Monsoon,High,12000,7,3,49,14,4.78,59.48,14,Low,Severe,0.69,-0.94,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09722,Property Dispute,Udupi,Udupi Cyber Cell,2022-11-24 15:43:00,16.179274,78.334199,Under Investigation,OFF-2574,Male,48,Crowbar,15,24,11,2022,0,0,Winter,Low,12000,5,4,546,1,7.48,45.75,10,Low,Severe,0.74,-0.1,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09723,Property Dispute,Shivamogga,Shivamogga Rural,2024-09-23 19:38:00,13.850904,76.105843,Solved,OFF-1748,Male,19,Firearm,19,23,9,2024,0,0,Monsoon,Low,8000,10,3,258,12,13.88,81.28,12,Low,Moderate,0.83,0.22,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2024-09724,Property Dispute,Ballari,Ballari South,2024-12-09 05:48:00,16.396466,76.588483,Closed,OFF-3030,Female,38,Crowbar,5,9,12,2024,0,0,Winter,Medium,12000,1,3,495,2,5.09,17.39,18,Low,Severe,0.94,0.69,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2024-09725,Property Dispute,Bengaluru Urban,Bengaluru Urban Cyber Cell,2024-12-16 03:50:00,16.813461,75.101664,Solved,OFF-1364,Unknown,58,Stick,3,16,12,2024,0,0,Winter,High,12000,1,2,862,14,2.78,57.14,53,Medium,Moderate,0.73,-0.43,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-09726,Property Dispute,Other,Other Central,2024-05-30 06:25:00,16.592975,78.19922,Closed,OFF-1638,Unknown,55,Firearm,6,30,5,2024,0,1,Summer,Medium,8000,10,4,46,12,11.39,20.74,16,Low,Severe,0.57,-0.39,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-09727,Drug Trafficking,Other,Other Central,2020-11-10 15:36:00,12.12155,77.977768,Open,OFF-1495,Unknown,47,Stick,15,10,11,2020,0,0,Winter,Low,4500,1,3,723,12,10.51,79.79,37,Low,Severe,0.94,-0.84,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-09728,Drug Trafficking,Bengaluru Urban,Bengaluru Urban South,2020-11-01 01:19:00,18.097856,74.552657,Under Investigation,OFF-3079,Unknown,77,Knife,1,1,11,2020,1,0,Winter,Low,8000,7,3,592,15,8.55,77.84,75,Medium,Severe,0.73,-0.82,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-09729,Financial Fraud,Bengaluru Urban,Bengaluru Urban North,2023-02-16 06:13:00,15.975627,75.715401,Solved,OFF-4211,Female,65,Crowbar,6,16,2,2023,0,0,Winter,High,8000,5,5,243,8,13.45,0.72,75,Medium,Severe,0.9,-0.52,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-09730,Burglary,Bengaluru Urban,Bengaluru Urban Cyber Cell,2023-05-29 08:49:00,18.022723,74.371178,Under Investigation,OFF-2059,Male,53,Knife,8,29,5,2023,0,0,Summer,Low,8000,6,3,110,6,5.1,44.2,23,Low,Low,0.73,-0.32,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09731,Property Dispute,Bengaluru Urban,Bengaluru Urban North,2021-12-09 01:57:00,16.673999,77.18579,Open,OFF-4729,Male,26,Firearm,1,9,12,2021,0,0,Winter,Low,4500,1,5,432,8,5.71,44.93,13,Low,Severe,0.67,-0.96,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-09732,Cyber Crime,Ballari,Ballari South,2026-01-04 21:17:00,13.741529,76.740444,Under Investigation,OFF-4224,Female,69,Knife,21,4,1,2026,1,1,Winter,Medium,12000,7,4,30,9,9.84,32.39,78,High,Severe,0.6,-0.34,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-09733,Coastal Smuggling,Udupi,Udupi Rural,2024-01-10 15:34:00,15.298362,78.279887,Open,OFF-3476,Unknown,17,Knife,15,10,1,2024,0,0,Winter,Medium,4500,2,5,907,9,9.29,21.03,51,Medium,Low,0.74,-0.98,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09734,Robbery,Other,Other North,2026-06-18 00:32:00,16.25298,74.556131,Under Investigation,OFF-2155,Female,65,Digital,0,18,6,2026,0,0,Summer,High,12000,8,3,98,10,10.0,58.4,21,Low,Moderate,0.8,-0.95,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-09735,Burglary,Ballari,Ballari South,2020-01-16 01:13:00,12.137467,74.626896,Under Investigation,OFF-3137,Unknown,54,Unknown,1,16,1,2020,0,1,Winter,Medium,4500,7,3,71,3,11.99,40.47,40,Low,Moderate,0.9,-0.16,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-09736,Drug Trafficking,Kalaburagi,Kalaburagi Cyber Cell,2020-02-11 19:37:00,17.62257,74.977696,Closed,OFF-1606,Unknown,78,Firearm,19,11,2,2020,0,0,Winter,Low,12000,4,1,595,4,9.13,51.24,57,Medium,Moderate,0.87,-0.08,Normal,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2023-09737,Robbery,Mangaluru,Mangaluru Rural,2023-07-01 06:31:00,14.683103,74.217061,Solved,OFF-2425,Unknown,56,Firearm,6,1,7,2023,1,0,Monsoon,Medium,8000,6,1,752,12,3.66,52.58,23,Low,Severe,0.61,0.64,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-09738,Cyber Crime,Bengaluru Urban,Bengaluru Urban North,2020-10-23 01:05:00,12.213582,76.866984,Open,OFF-3513,Male,26,Knife,1,23,10,2020,0,0,Monsoon,Low,4500,9,5,130,10,7.25,13.01,25,Low,Low,0.56,-0.98,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-09739,Burglary,Mysuru,Mysuru North,2026-08-01 10:37:00,18.144896,74.286454,Under Investigation,OFF-2173,Male,57,Firearm,10,1,8,2026,1,0,Monsoon,Medium,12000,9,5,235,3,11.63,67.17,77,High,Severe,0.5,-0.03,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-09740,Drug Trafficking,Kalaburagi,Kalaburagi Central,2026-01-30 11:38:00,15.36872,74.957846,Under Investigation,OFF-4680,Male,48,Firearm,11,30,1,2026,0,0,Winter,High,4500,3,5,397,3,7.58,44.14,73,Medium,Low,0.5,0.95,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-09741,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2024-08-21 03:32:00,16.582971,77.847424,Open,OFF-4172,Male,69,Firearm,3,21,8,2024,0,0,Monsoon,Low,12000,5,1,363,1,4.53,26.3,72,Medium,Low,0.79,0.13,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2020-09742,Cyber Crime,Bengaluru Urban,Bengaluru Urban South,2020-09-02 23:03:00,11.874767,76.854898,Under Investigation,OFF-2220,Female,73,Unknown,23,2,9,2020,0,0,Monsoon,Low,8000,10,2,37,15,9.21,36.44,90,High,Low,0.59,-0.26,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-09743,Drug Trafficking,Other,Other Cyber Cell,2026-06-23 12:29:00,11.646959,76.17699,Closed,OFF-2639,Female,28,Knife,12,23,6,2026,0,0,Summer,Medium,4500,4,1,336,3,12.78,44.41,80,High,Moderate,0.57,0.3,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-09744,Cyber Crime,Mangaluru,Mangaluru Cyber Cell,2021-10-08 03:39:00,14.910546,77.71517,Closed,OFF-4929,Unknown,24,Firearm,3,8,10,2021,0,0,Monsoon,Medium,8000,9,5,192,1,5.71,13.08,25,Low,Low,0.64,-0.89,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-09745,Theft,Mysuru,Mysuru North,2023-02-10 01:03:00,17.263508,74.415238,Solved,OFF-1964,Female,18,Knife,1,10,2,2023,0,0,Winter,High,12000,2,3,445,4,11.78,80.37,15,Low,Low,0.82,-0.09,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-09746,Assault,Mangaluru,Mangaluru Rural,2026-01-09 09:03:00,13.956054,74.799392,Open,OFF-2402,Female,20,Knife,9,9,1,2026,0,0,Winter,Medium,8000,4,2,130,15,5.22,74.21,24,Low,Severe,0.86,-0.39,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09747,Theft,Other,Other South,2021-05-12 14:07:00,14.599325,78.422681,Solved,OFF-4977,Male,37,Stick,14,12,5,2021,0,0,Summer,Medium,12000,3,4,794,6,11.31,83.99,60,Medium,Severe,0.7,0.47,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09748,Robbery,Mysuru,Mysuru Cyber Cell,2026-12-06 12:09:00,16.218484,75.314558,Closed,OFF-4357,Male,43,Unknown,12,6,12,2026,1,0,Winter,High,4500,6,1,684,15,1.17,40.3,39,Low,Moderate,0.61,0.14,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09749,Robbery,Bengaluru Urban,Bengaluru Urban Central,2026-01-18 04:10:00,16.498576,77.939711,Under Investigation,OFF-2243,Female,59,Firearm,4,18,1,2026,1,0,Winter,Low,4500,1,5,845,13,3.68,30.97,40,Low,Moderate,0.52,0.71,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-09750,Robbery,Other,Other Central,2025-09-20 09:02:00,17.095164,76.787388,Solved,OFF-3247,Female,25,Stick,9,20,9,2025,1,1,Monsoon,Low,8000,2,2,511,5,14.48,76.56,75,Medium,Severe,0.84,-0.82,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-09751,Drug Trafficking,Hubballi Dharwad,Hubballi Dharwad Cyber Cell,2020-02-14 03:28:00,17.377467,74.787251,Open,OFF-1035,Unknown,57,Digital,3,14,2,2020,0,0,Winter,High,4500,4,4,803,5,1.45,53.99,48,Medium,Moderate,0.54,-0.68,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-09752,Theft,Bengaluru Urban,Bengaluru Urban North,2022-11-12 17:38:00,12.090528,76.385753,Under Investigation,OFF-1822,Unknown,79,Digital,17,12,11,2022,1,0,Winter,High,4500,8,1,489,8,13.74,17.65,26,Low,Moderate,0.83,-0.18,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09753,Theft,Kodagu,Kodagu Rural,2025-08-22 11:07:00,15.413426,77.384033,Under Investigation,OFF-4867,Unknown,51,Crowbar,11,22,8,2025,0,0,Monsoon,High,12000,10,2,877,6,9.56,42.41,57,Medium,Severe,0.77,0.14,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09754,Robbery,Ballari,Ballari South,2021-01-23 04:27:00,12.489189,76.423029,Closed,OFF-3442,Female,46,Unknown,4,23,1,2021,1,0,Winter,Medium,12000,1,1,261,8,10.32,87.63,75,Medium,Severe,0.54,-0.4,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-09755,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2024-10-30 16:10:00,13.419024,74.939042,Solved,OFF-3821,Unknown,71,Crowbar,16,30,10,2024,0,0,Monsoon,Medium,4500,1,2,949,6,8.67,98.48,13,Low,Severe,0.65,0.49,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09756,Drug Trafficking,Mysuru,Mysuru Central,2023-01-08 12:28:00,16.979479,75.964369,Closed,OFF-3432,Male,33,Digital,12,8,1,2023,1,0,Winter,Low,8000,3,4,401,9,4.68,25.6,38,Low,Severe,0.83,0.56,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09757,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2023-12-11 14:27:00,12.98815,75.838586,Open,OFF-2749,Male,44,Firearm,14,11,12,2023,0,0,Winter,High,12000,6,5,588,15,7.76,30.15,57,Medium,Low,0.69,0.67,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09758,Property Dispute,Other,Other South,2024-05-25 18:37:00,14.025047,77.768232,Under Investigation,OFF-2884,Male,38,Stick,18,25,5,2024,1,0,Summer,High,8000,8,2,92,1,13.16,93.11,46,Medium,Low,0.64,-0.37,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09759,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2023-07-06 07:00:00,12.026063,77.909188,Under Investigation,OFF-4319,Male,70,Unknown,7,6,7,2023,0,0,Monsoon,Medium,4500,7,5,184,7,5.89,75.09,52,Medium,Moderate,0.91,-0.34,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09760,Cyber Crime,Belagavi,Belagavi Rural,2023-06-29 01:01:00,16.816569,77.697277,Closed,OFF-3980,Female,70,Knife,1,29,6,2023,0,0,Summer,High,4500,9,4,439,14,6.44,82.34,57,Medium,Severe,0.86,0.51,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-09761,Burglary,Other,Other Cyber Cell,2024-08-25 08:35:00,13.444702,75.756738,Open,OFF-4832,Unknown,76,Unknown,8,25,8,2024,1,0,Monsoon,Medium,8000,9,4,611,9,9.49,96.04,38,Low,Low,0.64,-0.45,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09762,Cyber Crime,Bengaluru Urban,Bengaluru Urban South,2021-06-08 07:29:00,12.92285,76.461398,Under Investigation,OFF-1602,Unknown,62,Unknown,7,8,6,2021,0,0,Summer,High,12000,7,5,802,0,14.75,5.58,54,Medium,Moderate,0.69,0.45,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09763,Burglary,Other,Other North,2023-06-01 20:33:00,11.719612,77.279217,Under Investigation,OFF-2014,Male,35,Crowbar,20,1,6,2023,0,0,Summer,High,12000,8,2,714,5,14.07,29.7,95,High,Moderate,0.89,-0.46,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-09764,Assault,Other,Other Cyber Cell,2026-03-22 13:37:00,16.211244,74.193247,Solved,OFF-3368,Female,64,Knife,13,22,3,2026,1,0,Summer,High,4500,6,3,967,9,14.87,19.42,75,Medium,Severe,0.66,0.64,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-09765,Assault,Other,Other Cyber Cell,2020-06-28 18:19:00,12.598465,76.988727,Under Investigation,OFF-2201,Unknown,23,Crowbar,18,28,6,2020,1,0,Summer,Low,8000,6,5,827,6,7.91,19.83,15,Low,Severe,0.5,-0.26,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-09766,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2020-11-01 22:23:00,17.317797,78.089785,Solved,OFF-1832,Unknown,51,Knife,22,1,11,2020,1,0,Winter,Medium,4500,4,4,653,1,12.91,16.37,15,Low,Low,0.62,-0.42,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-09767,Drug Trafficking,Kalaburagi,Kalaburagi Cyber Cell,2024-10-01 15:35:00,16.483939,75.948686,Open,OFF-4573,Male,35,Knife,15,1,10,2024,0,0,Monsoon,Low,8000,2,2,414,2,14.98,8.72,81,High,Severe,0.99,-0.46,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-09768,Traffic Offence,Ballari,Ballari Rural,2025-03-01 21:10:00,16.75718,78.138002,Closed,OFF-3941,Female,77,Firearm,21,1,3,2025,1,0,Summer,High,4500,3,5,929,1,1.34,31.82,65,Medium,Severe,0.66,-0.78,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-09769,Robbery,Other,Other North,2025-04-25 04:10:00,12.065007,77.091235,Under Investigation,OFF-1646,Female,68,Unknown,4,25,4,2025,0,0,Summer,High,12000,6,5,516,7,2.25,83.37,52,Medium,Severe,0.9,0.84,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-09770,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2022-01-17 16:48:00,17.907497,78.100532,Open,OFF-1536,Unknown,65,Stick,16,17,1,2022,0,0,Winter,Medium,8000,6,2,242,8,1.03,50.7,47,Medium,Moderate,0.64,0.9,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09771,Assault,Ballari,Ballari Cyber Cell,2025-10-17 17:53:00,14.139035,74.128537,Solved,OFF-1416,Unknown,26,Firearm,17,17,10,2025,0,0,Monsoon,High,8000,6,2,240,4,13.57,43.93,46,Medium,Low,0.93,0.55,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09772,Robbery,Hubballi Dharwad,Hubballi Dharwad Central,2025-08-11 23:14:00,12.93222,75.636246,Under Investigation,OFF-3559,Female,54,Crowbar,23,11,8,2025,0,0,Monsoon,High,4500,5,3,154,11,6.5,90.67,69,Medium,Low,0.76,-0.16,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-09773,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2025-10-18 20:16:00,14.131694,74.725592,Open,OFF-2650,Female,60,Firearm,20,18,10,2025,1,0,Monsoon,High,8000,10,2,927,1,7.53,49.67,84,High,Low,0.93,-0.01,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-09774,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada South,2023-11-28 13:04:00,14.333303,77.055137,Closed,OFF-4006,Male,57,Knife,13,28,11,2023,0,0,Winter,Medium,4500,9,2,846,12,12.59,89.14,65,Medium,Severe,0.65,-0.03,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09775,Assault,Other,Other South,2024-11-13 23:30:00,12.184162,78.423194,Closed,OFF-3704,Unknown,29,Firearm,23,13,11,2024,0,0,Winter,Low,8000,3,1,786,7,1.75,62.2,19,Low,Moderate,0.56,-0.02,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-09776,Coastal Smuggling,Udupi,Udupi North,2025-07-28 15:32:00,16.046083,74.273636,Solved,OFF-2898,Unknown,50,Knife,15,28,7,2025,0,0,Monsoon,Medium,12000,10,2,664,14,14.72,72.19,56,Medium,Low,0.86,-0.79,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09777,Robbery,Chikkamagaluru,Chikkamagaluru Rural,2021-09-09 09:13:00,12.733983,76.21904,Closed,OFF-1371,Male,37,Stick,9,9,9,2021,0,0,Monsoon,Low,8000,5,4,447,10,1.29,41.15,18,Low,Severe,0.5,0.41,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09778,Traffic Offence,Other,Other South,2023-03-27 20:15:00,17.029056,74.933594,Solved,OFF-1089,Unknown,40,Knife,20,27,3,2023,0,0,Summer,High,12000,2,2,467,5,8.08,82.58,98,High,Severe,0.9,-0.68,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-09779,Property Dispute,Hubballi Dharwad,Hubballi Dharwad Cyber Cell,2023-03-12 16:07:00,15.228736,77.918912,Under Investigation,OFF-1340,Unknown,76,Stick,16,12,3,2023,1,0,Summer,Medium,8000,7,2,309,10,4.24,50.43,28,Low,Moderate,0.68,0.15,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09780,Assault,Kalaburagi,Kalaburagi Rural,2026-10-07 05:06:00,18.247368,75.699807,Under Investigation,OFF-2549,Unknown,19,Stick,5,7,10,2026,0,0,Monsoon,High,12000,1,4,425,10,5.7,9.89,56,Medium,Low,0.55,0.23,Normal,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2023-09781,Assault,Hubballi Dharwad,Hubballi Dharwad Cyber Cell,2023-07-23 07:23:00,17.283559,74.055226,Open,OFF-2062,Female,38,Digital,7,23,7,2023,1,0,Monsoon,Low,8000,10,3,724,4,5.58,13.29,90,High,Low,0.51,0.08,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-09782,Robbery,Hubballi Dharwad,Hubballi Dharwad Rural,2023-01-21 23:29:00,13.016557,76.945217,Open,OFF-3908,Male,18,Crowbar,23,21,1,2023,1,0,Winter,Medium,12000,7,3,280,2,8.17,27.36,89,High,Low,0.59,0.64,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2025-09783,Traffic Offence,Shivamogga,Shivamogga Cyber Cell,2025-03-05 16:13:00,16.560221,77.91216,Open,OFF-3523,Unknown,73,Unknown,16,5,3,2025,0,0,Summer,High,12000,1,3,946,12,2.64,95.54,58,Medium,Low,0.58,-0.71,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
