CSID,CaseMasterID,csdate,cstype,PolicePersonID
3611,18252,2022-09-15,A,433
3612,18258,2022-10-05,A,317
3613,18259,2027-01-03,A,410
3614,18263,2022-05-08,A,158
3615,18269,2026-02-15,A,326
3616,18271,2022-07-18,A,306
3617,18272,2024-02-16,A,315
3618,18274,2025-06-05,A,485
3619,18276,2023-08-22,A,256
3620,18278,2021-10-26,A,483
3621,18279,2025-12-19,A,240
3622,18281,2026-03-12,A,261
3623,18285,2023-06-08,A,473
3624,18286,2025-09-08,A,343
3625,18289,2023-06-22,A,68
3626,18291,2020-06-28,A,387
3627,18294,2026-11-24,A,195
3628,18295,2020-10-02,A,372
3629,18298,2025-08-18,A,39
3630,18309,2025-08-21,A,219
3631,18313,2025-12-11,A,298
3632,18315,2026-07-06,A,223
3633,18316,2020-11-22,A,372
3634,18323,2027-01-07,A,217
3635,18329,2026-07-28,A,110
3636,18340,2026-09-05,A,414
3637,18342,2023-02-14,A,58
3638,18344,2021-05-13,A,374
3639,18345,2022-01-12,A,228
3640,18348,2025-12-10,A,260
3641,18363,2020-07-04,A,91
3642,18373,2027-03-02,A,199
3643,18381,2025-11-10,A,331
3644,18396,2024-08-31,A,315
3645,18399,2026-05-31,A,367
3646,18406,2023-05-15,A,56
3647,18410,2024-12-30,A,172
3648,18411,2023-01-31,A,187
3649,18418,2022-11-12,A,479
3650,18419,2026-08-11,A,293
3651,18420,2023-02-18,A,477
3652,18423,2026-01-21,A,208
3653,18436,2026-10-08,A,11
3654,18439,2020-03-07,A,127
3655,18449,2020-03-17,A,247
3656,18458,2022-09-16,A,196
3657,18466,2023-12-15,A,485
3658,18480,2021-02-02,A,60
3659,18481,2025-11-24,A,109
3660,18484,2024-07-24,A,245
3661,18485,2026-01-10,A,211
3662,18487,2021-07-04,A,343
3663,18492,2021-04-02,A,410
3664,18494,2024-02-25,A,309
3665,18496,2021-04-25,A,163
3666,18508,2023-08-09,A,295
3667,18509,2023-02-20,A,136
3668,18513,2020-06-17,A,76
3669,18516,2025-01-11,A,115
3670,18517,2026-06-14,A,24
3671,18525,2026-02-04,A,446
3672,18531,2026-02-04,A,222
3673,18532,2021-03-22,A,454
3674,18539,2025-06-25,A,445
3675,18550,2026-04-19,A,352
3676,18563,2022-12-05,A,278
3677,18568,2026-02-01,A,267
3678,18586,2021-07-05,A,355
3679,18591,2021-02-01,A,437
3680,18594,2023-08-31,A,391
3681,18599,2021-11-27,A,352
3682,18616,2025-11-06,A,311
3683,18617,2026-12-26,A,221
3684,18619,2023-02-06,A,500
3685,18622,2023-03-06,A,278
3686,18639,2024-10-22,A,168
3687,18646,2025-10-17,A,488
3688,18651,2020-04-08,A,380
3689,18652,2023-12-02,A,347
3690,18653,2025-11-23,A,87
3691,18662,2025-06-19,A,63
3692,18663,2023-10-17,A,296
3693,18665,2023-12-12,A,256
3694,18666,2025-07-26,A,464
3695,18672,2024-01-13,A,89
3696,18674,2020-07-19,A,40
3697,18681,2025-12-20,A,413
3698,18682,2026-10-24,A,297
3699,18685,2020-02-26,A,144
3700,18686,2020-04-03,A,261
3701,18695,2024-03-20,A,278
3702,18700,2025-04-06,A,51
3703,18702,2026-09-10,A,419
3704,18713,2023-01-25,A,187
3705,18714,2024-02-02,A,468
3706,18715,2024-09-27,A,497
3707,18720,2023-09-09,A,150
3708,18730,2021-06-09,A,263
3709,18735,2024-04-19,A,490
3710,18741,2025-10-16,A,208
3711,18744,2023-10-13,A,404
3712,18764,2020-10-31,A,21
3713,18770,2024-10-15,A,262
3714,18772,2022-08-28,A,408
3715,18776,2021-08-25,A,211
3716,18787,2021-07-19,A,367
3717,18790,2027-02-04,A,67
3718,18802,2024-08-10,A,15
3719,18808,2026-03-28,A,107
3720,18816,2024-07-13,A,187
3721,18822,2024-06-09,A,190
3722,18824,2025-05-18,A,89
3723,18826,2024-07-21,A,109
3724,18828,2023-12-23,A,441
3725,18835,2020-04-02,A,190
3726,18839,2026-02-09,A,284
3727,18842,2026-10-07,A,52
3728,18847,2024-12-01,A,1
3729,18851,2022-09-27,A,137
3730,18853,2025-06-26,A,422
3731,18877,2023-02-21,A,219
3732,18878,2020-11-30,A,178
3733,18886,2022-12-27,A,391
3734,18900,2023-06-11,A,252
3735,18904,2022-12-08,A,443
3736,18914,2024-01-17,A,273
3737,18916,2022-04-16,A,463
3738,18917,2023-02-26,A,384
3739,18918,2021-08-26,A,236
3740,18922,2020-06-03,A,473
3741,18924,2027-01-11,A,149
3742,18927,2026-06-01,A,416
3743,18943,2026-11-22,A,158
3744,18947,2025-11-30,A,340
3745,18953,2020-03-25,A,374
3746,18971,2024-09-27,A,482
3747,18993,2023-10-25,A,157
3748,19006,2025-12-11,A,201
3749,19016,2020-05-21,A,387
3750,19023,2021-01-17,A,324
3751,19024,2021-10-05,A,67
3752,19026,2025-10-12,A,108
3753,19030,2025-12-14,A,452
3754,19045,2022-07-20,A,350
3755,19048,2020-03-17,A,296
3756,19055,2020-09-25,A,325
3757,19061,2021-05-04,A,420
3758,19062,2026-10-29,A,460
3759,19079,2021-12-31,A,254
3760,19083,2023-06-22,A,446
3761,19088,2022-07-01,A,372
3762,19092,2022-04-06,A,105
3763,19096,2023-11-16,A,483
3764,19097,2020-09-15,A,307
3765,19100,2026-09-21,A,170
3766,19109,2026-06-18,A,312
3767,19125,2021-05-28,A,435
3768,19129,2025-01-17,A,47
3769,19131,2020-03-25,A,216
3770,19142,2021-07-07,A,102
3771,19145,2025-01-18,A,470
3772,19146,2022-07-12,A,136
3773,19152,2025-02-23,A,46
3774,19159,2022-10-29,A,472
3775,19165,2026-07-25,A,211
3776,19182,2023-05-11,A,11
3777,19185,2024-07-20,A,452
3778,19191,2020-10-11,A,485
3779,19200,2025-05-23,A,223
3780,19201,2024-02-05,A,280
3781,19202,2026-08-30,A,379
3782,19208,2020-05-08,A,124
3783,19215,2020-07-09,A,449
3784,19219,2020-07-01,A,87
3785,19223,2026-05-29,A,291
3786,19226,2024-02-16,A,196
3787,19232,2025-12-15,A,178
3788,19234,2023-10-22,A,116
3789,19238,2026-09-10,A,371
3790,19244,2025-04-23,A,259
3791,19245,2022-04-21,A,298
3792,19253,2023-02-12,A,179
3793,19260,2022-03-14,A,104
3794,19262,2024-01-12,A,114
3795,19263,2024-07-10,A,312
3796,19269,2022-06-24,A,358
3797,19273,2026-11-04,A,251
3798,19275,2025-04-17,A,211
3799,19276,2023-11-21,A,297
3800,19282,2020-10-08,A,246
3801,19286,2024-05-28,A,119
3802,19288,2025-03-15,A,376
3803,19289,2023-10-10,A,40
3804,19291,2021-11-04,A,168
3805,19295,2025-09-26,A,288
3806,19304,2024-01-27,A,114
3807,19305,2024-03-16,A,173
3808,19315,2024-06-04,A,434
3809,19318,2026-05-05,A,254
3810,19324,2024-10-04,A,149
3811,19332,2021-07-31,A,444
3812,19338,2024-04-24,A,20
3813,19355,2022-08-08,A,449
3814,19362,2024-08-25,A,291
3815,19363,2023-01-23,A,361
3816,19364,2023-04-08,A,157
3817,19365,2024-03-25,A,171
3818,19370,2025-09-10,A,190
3819,19386,2021-09-16,A,484
3820,19390,2022-04-17,A,487
3821,19394,2023-09-16,A,18
3822,19397,2026-08-18,A,380
3823,19405,2021-10-05,A,34
3824,19411,2024-02-08,A,193
3825,19423,2023-02-18,A,269
3826,19436,2021-04-12,A,264
3827,19442,2021-08-17,A,460
3828,19447,2025-06-04,A,315
3829,19451,2022-08-29,A,482
3830,19454,2021-05-11,A,428
3831,19459,2021-06-23,A,51
3832,19462,2021-07-16,A,56
3833,19467,2026-05-10,A,362
3834,19475,2020-11-03,A,264
3835,19476,2021-12-18,A,350
3836,19479,2020-12-17,A,469
3837,19488,2026-12-11,A,449
3838,19490,2026-09-29,A,299
3839,19493,2023-07-31,A,493
3840,19494,2024-05-18,A,463
3841,19504,2023-03-30,A,133
3842,19506,2024-01-27,A,414
3843,19509,2022-03-21,A,22
3844,19512,2020-07-13,A,312
3845,19516,2021-09-11,A,170
3846,19518,2021-07-12,A,168
3847,19519,2025-02-09,A,471
3848,19536,2025-06-18,A,381
3849,19538,2027-01-03,A,319
3850,19549,2024-09-13,A,153
3851,19554,2024-03-12,A,200
3852,19557,2024-04-15,A,302
3853,19561,2026-10-19,A,462
3854,19565,2021-11-24,A,372
3855,19572,2024-01-09,A,277
3856,19574,2021-02-11,A,24
3857,19583,2023-07-20,A,264
3858,19591,2022-11-28,A,129
3859,19593,2021-11-28,A,196
3860,19596,2020-11-13,A,6
3861,19597,2023-08-19,A,24
3862,19600,2020-03-11,A,114
3863,19603,2024-12-09,A,190
3864,19607,2022-04-25,A,35
3865,19621,2023-01-04,A,110
3866,19641,2026-03-25,A,368
3867,19652,2025-07-05,A,397
3868,19653,2024-08-14,A,214
3869,19655,2024-10-11,A,325
3870,19657,2021-02-27,A,243
3871,19658,2025-03-23,A,101
3872,19664,2022-12-06,A,242
3873,19674,2024-04-20,A,141
3874,19679,2025-07-16,A,342
3875,19687,2021-07-09,A,296
3876,19697,2021-09-25,A,9
3877,19710,2020-07-02,A,445
3878,19719,2022-05-27,A,11
3879,19724,2027-02-14,A,192
3880,19725,2025-12-24,A,279
3881,19728,2023-10-05,A,179
3882,19730,2021-05-06,A,214
3883,19732,2020-10-01,A,441
3884,19734,2026-08-09,A,1
3885,19737,2021-10-27,A,308
3886,19739,2021-11-29,A,425
3887,19740,2021-11-08,A,39
3888,19748,2026-08-01,A,331
3889,19755,2022-09-12,A,354
3890,19760,2025-04-09,A,54
3891,19763,2020-11-08,A,277
3892,19764,2024-07-09,A,119
3893,19765,2022-08-17,A,180
3894,19769,2024-10-16,A,401
3895,19784,2026-04-26,A,263
3896,19789,2021-03-24,A,46
3897,19798,2026-02-07,A,75
3898,19804,2022-06-15,A,73
3899,19806,2024-02-15,A,131
3900,19809,2024-04-18,A,47
3901,19816,2026-08-08,A,30
3902,19823,2026-01-12,A,52
3903,19828,2023-04-13,A,411
3904,19835,2025-11-11,A,9
3905,19842,2024-10-20,A,141
3906,19849,2020-05-30,A,481
3907,19851,2022-03-21,A,304
3908,19855,2026-12-04,A,46
3909,19863,2021-11-03,A,401
3910,19871,2024-02-05,A,406
3911,19874,2020-02-25,A,112
3912,19884,2022-10-29,A,211
3913,19885,2020-10-16,A,416
3914,19887,2025-12-30,A,82
3915,19898,2023-01-21,A,210
3916,19899,2022-02-19,A,92
3917,19902,2025-06-30,A,446
3918,19904,2025-03-26,A,292
3919,19910,2023-10-20,A,428
3920,19921,2026-01-13,A,436
3921,19922,2020-07-05,A,92
3922,19926,2025-05-02,A,393
3923,19934,2022-12-08,A,492
3924,19937,2023-03-28,A,267
3925,19940,2025-10-01,A,112
3926,19946,2023-12-13,A,338
3927,19953,2023-01-13,A,380
3928,19957,2026-10-18,A,141
3929,19960,2025-07-06,A,136
3930,19961,2021-10-02,A,241
3931,19966,2024-08-15,A,118
3932,19984,2020-07-20,A,22
3933,19986,2021-10-17,A,151
3934,20000,2022-08-28,A,76
3935,20006,2026-06-17,A,31
3936,20011,2020-11-20,A,184
3937,20017,2025-01-25,A,295
3938,20030,2024-08-13,A,433
3939,20034,2022-11-10,A,196
3940,20037,2021-06-15,A,34
3941,20039,2021-12-24,A,120
3942,20043,2025-10-18,A,123
3943,20055,2023-06-13,A,403
3944,20064,2022-05-20,A,100
3945,20065,2022-07-27,A,300
3946,20066,2026-08-25,A,365
3947,20071,2021-04-19,A,321
3948,20076,2025-04-09,A,144
3949,20086,2021-07-07,A,437
3950,20088,2026-05-03,A,192
3951,20104,2025-10-14,A,197
3952,20109,2024-04-02,A,326
3953,20110,2026-03-01,A,162
3954,20112,2023-02-17,A,288
3955,20113,2023-09-25,A,270
3956,20118,2021-08-08,A,200
3957,20120,2020-08-01,A,315
3958,20122,2023-05-16,A,363
3959,20131,2023-07-15,A,476
3960,20139,2024-12-31,A,297
3961,20141,2020-05-06,A,92
3962,20143,2024-05-21,A,30
3963,20154,2026-08-11,A,31
3964,20156,2024-12-13,A,165
3965,20159,2024-06-25,A,151
3966,20166,2021-10-18,A,353
3967,20172,2020-09-04,A,390
3968,20187,2023-02-19,A,431
3969,20192,2020-03-21,A,188
3970,20194,2023-05-18,A,161
3971,20199,2026-04-27,A,202
3972,20200,2026-06-23,A,359
3973,20214,2027-02-02,A,163
3974,20217,2026-02-11,A,386
3975,20230,2023-08-16,A,430
3976,20249,2024-07-14,A,170
3977,20251,2023-07-21,A,202
3978,20253,2022-04-26,A,69
3979,20269,2022-07-13,A,408
3980,20270,2023-10-04,A,16
3981,20278,2024-07-19,A,466
3982,20281,2022-08-02,A,457
3983,20299,2024-09-18,A,203
3984,20307,2021-03-29,A,51
3985,20313,2020-03-25,A,346
3986,20316,2025-08-22,A,268
3987,20322,2025-10-18,A,247
3988,20324,2027-03-08,A,328
3989,20329,2022-05-31,A,114
3990,20337,2026-05-30,A,94
3991,20342,2025-11-04,A,344
3992,20343,2020-11-15,A,132
3993,20344,2021-05-21,A,195
3994,20352,2022-10-27,A,4
3995,20355,2025-09-08,A,2
3996,20358,2026-08-08,A,242
3997,20359,2023-09-20,A,194
3998,20362,2024-12-10,A,291
3999,20363,2020-11-20,A,475
4000,20373,2021-01-05,A,390
4001,20378,2021-10-19,A,450
4002,20391,2020-10-17,A,83
4003,20395,2022-03-27,A,433
4004,20398,2020-04-16,A,30
4005,20408,2020-02-16,A,168
4006,20409,2024-10-23,A,457
4007,20413,2023-08-27,A,298
4008,20415,2024-04-10,A,457
4009,20416,2024-11-07,A,15
4010,20429,2023-12-06,A,157
4011,20432,2025-05-09,A,372
4012,20439,2023-02-05,A,424
4013,20441,2022-02-18,A,305
4014,20444,2020-10-15,A,277
4015,20447,2021-04-30,A,83
4016,20451,2022-10-31,A,74
4017,20453,2026-05-20,A,267
4018,20484,2022-04-02,A,299
4019,20490,2023-06-12,A,46
4020,20497,2023-09-02,A,20
4021,20498,2022-11-29,A,225
4022,20514,2023-06-04,A,92
4023,20518,2022-02-03,A,359
4024,20522,2024-10-12,A,313
4025,20523,2026-06-14,A,217
4026,20524,2024-06-11,A,352
4027,20527,2024-02-13,A,108
4028,20531,2024-09-21,A,69
4029,20537,2022-04-14,A,172
4030,20540,2024-07-27,A,161
4031,20554,2025-10-11,A,472
4032,20558,2022-12-25,A,69
4033,20564,2021-04-16,A,326
4034,20566,2026-06-02,A,451
4035,20568,2023-09-09,A,288
4036,20573,2022-01-30,A,472
4037,20591,2027-01-14,A,336
4038,20593,2021-08-15,A,499
4039,20595,2022-09-24,A,62
4040,20600,2023-01-19,A,373
4041,20604,2022-02-10,A,405
4042,20615,2021-11-02,A,459
4043,20618,2021-06-08,A,359
4044,20631,2023-01-26,A,139
4045,20634,2025-08-01,A,59
4046,20635,2026-08-04,A,371
4047,20637,2023-06-14,A,294
4048,20641,2024-11-05,A,401
4049,20642,2026-02-15,A,396
4050,20661,2021-11-27,A,497
4051,20670,2020-08-25,A,328
4052,20671,2026-08-02,A,451
4053,20672,2023-03-27,A,21
4054,20673,2025-01-23,A,116
4055,20679,2025-01-19,A,187
4056,20681,2020-06-18,A,192
4057,20682,2025-07-14,A,41
4058,20689,2023-09-21,A,494
4059,20694,2026-02-22,A,313
4060,20695,2024-08-24,A,268
4061,20697,2023-12-23,A,228
4062,20707,2023-12-06,A,349
4063,20714,2026-10-21,A,366
4064,20719,2025-01-02,A,325
4065,20722,2022-04-23,A,469
4066,20725,2020-10-11,A,452
4067,20737,2022-02-28,A,174
4068,20738,2026-05-20,A,192
4069,20747,2024-07-21,A,351
4070,20760,2021-07-19,A,189
4071,20762,2024-11-25,A,309
4072,20767,2021-04-04,A,196
4073,20769,2026-09-12,A,369
4074,20775,2023-01-18,A,98
4075,20781,2024-10-23,A,188
4076,20782,2020-03-21,A,171
4077,20796,2021-02-02,A,89
4078,20816,2027-01-16,A,110
4079,20821,2025-12-09,A,25
4080,20824,2021-11-06,A,34
4081,20833,2023-02-21,A,68
4082,20840,2022-07-28,A,279
4083,20841,2021-04-28,A,139
4084,20858,2021-12-16,A,450
4085,20861,2021-10-13,A,301
4086,20862,2022-01-27,A,162
4087,20878,2025-10-20,A,190
4088,20886,2021-06-30,A,211
4089,20889,2021-04-11,A,412
4090,20891,2025-01-28,A,425
4091,20903,2022-04-10,A,332
4092,20904,2026-11-09,A,137
4093,20907,2024-01-15,A,56
4094,20911,2025-10-06,A,488
4095,20913,2021-04-02,A,67
4096,20927,2020-04-21,A,54
4097,20933,2023-01-04,A,373
4098,20940,2022-09-03,A,370
4099,20941,2026-04-26,A,232
4100,20942,2022-02-27,A,57
4101,20944,2022-10-19,A,271
4102,20950,2026-04-28,A,320
4103,20952,2027-01-26,A,377
4104,20953,2026-02-04,A,107
4105,20961,2026-09-17,A,493
4106,20967,2026-06-25,A,199
4107,20983,2025-04-29,A,442
4108,20986,2026-05-30,A,62
4109,20994,2026-03-11,A,145
4110,21006,2026-10-09,A,350
4111,21011,2023-03-27,A,390
4112,21016,2021-12-08,A,463
4113,21027,2021-07-14,A,284
4114,21029,2025-11-11,A,157
4115,21039,2021-01-26,A,138
4116,21041,2025-05-01,A,219
4117,21044,2023-07-05,A,371
4118,21045,2022-11-29,A,241
4119,21046,2021-03-01,A,336
4120,21050,2022-05-01,A,254
4121,21051,2020-05-06,A,354
4122,21057,2026-09-08,A,139
4123,21058,2025-01-18,A,490
4124,21060,2023-05-14,A,24
4125,21063,2025-01-11,A,454
4126,21075,2023-01-13,A,432
4127,21077,2024-01-12,A,472
4128,21079,2024-11-03,A,111
4129,21080,2024-02-10,A,91
4130,21083,2023-06-28,A,418
4131,21090,2020-11-22,A,107
4132,21093,2025-03-14,A,195
4133,21095,2020-08-27,A,481
4134,21106,2026-02-25,A,203
4135,21122,2021-10-13,A,96
4136,21125,2021-04-22,A,194
4137,21127,2025-03-13,A,450
4138,21128,2026-01-04,A,288
4139,21129,2024-10-04,A,250
4140,21131,2024-03-26,A,421
4141,21132,2025-10-02,A,222
4142,21134,2024-09-08,A,470
4143,21144,2024-11-29,A,187
4144,21152,2025-06-01,A,240
4145,21156,2026-01-09,A,328
4146,21159,2025-10-17,A,71
4147,21163,2025-03-23,A,179
4148,21167,2020-11-05,A,426
4149,21171,2025-11-29,A,34
4150,21172,2024-08-02,A,473
4151,21173,2026-09-28,A,209
4152,21175,2022-10-01,A,427
4153,21180,2024-05-04,A,46
4154,21183,2024-05-31,A,353
4155,21186,2025-09-19,A,263
4156,21196,2021-01-29,A,367
4157,21197,2023-05-25,A,101
4158,21200,2023-09-22,A,165
4159,21201,2023-05-10,A,71
4160,21203,2022-08-28,A,485
4161,21204,2025-02-09,A,435
4162,21208,2023-10-07,A,173
4163,21212,2026-01-01,A,188
4164,21213,2025-08-23,A,110
4165,21221,2023-01-01,A,424
4166,21229,2022-08-10,A,130
4167,21230,2027-02-05,A,373
4168,21232,2022-09-30,A,290
4169,21240,2020-12-24,A,453
4170,21243,2020-10-24,A,73
4171,21247,2020-04-13,A,313
4172,21252,2023-05-21,A,408
4173,21255,2023-12-26,A,199
4174,21261,2026-09-09,A,103
4175,21262,2021-08-29,A,253
4176,21263,2022-07-28,A,241
4177,21264,2026-12-16,A,110
4178,21267,2023-03-11,A,268
4179,21273,2026-09-02,A,79
4180,21275,2022-02-23,A,276
4181,21277,2023-06-27,A,433
4182,21289,2025-07-22,A,386
4183,21295,2025-06-15,A,384
4184,21299,2022-11-11,A,311
4185,21304,2022-10-05,A,366
4186,21306,2025-11-14,A,142
4187,21309,2023-02-11,A,233
4188,21314,2022-11-05,A,274
4189,21320,2024-05-30,A,338
4190,21321,2021-08-12,A,51
4191,21325,2021-02-24,A,288
4192,21336,2025-11-16,A,418
4193,21341,2023-02-14,A,349
4194,21343,2026-12-19,A,209
4195,21346,2021-06-30,A,114
4196,21352,2024-06-21,A,270
4197,21359,2023-06-05,A,375
4198,21363,2021-02-14,A,418
4199,21369,2024-06-14,A,319
4200,21372,2020-03-21,A,9
4201,21373,2025-02-14,A,76
4202,21380,2024-02-12,A,375
4203,21381,2026-04-05,A,343
4204,21388,2022-04-08,A,92
4205,21391,2026-05-22,A,168
4206,21398,2021-06-17,A,43
4207,21400,2022-05-01,A,313
4208,21403,2023-06-08,A,233
4209,21408,2021-06-25,A,416
4210,21409,2026-10-27,A,69
4211,21413,2027-02-17,A,233
4212,21419,2024-05-05,A,84
4213,21423,2023-09-20,A,247
4214,21424,2020-03-21,A,420
4215,21425,2020-06-04,A,412
4216,21439,2026-02-01,A,29
4217,21446,2022-04-10,A,198
4218,21451,2022-12-16,A,387
4219,21455,2022-06-21,A,312
4220,21459,2020-07-26,A,360
4221,21463,2024-04-27,A,2
4222,21465,2021-05-21,A,35
4223,21468,2027-03-05,A,234
4224,21470,2023-06-24,A,203
4225,21478,2024-11-22,A,438
4226,21481,2026-04-28,A,209
4227,21493,2023-12-07,A,107
4228,21495,2023-07-13,A,408
4229,21502,2023-07-03,A,474
4230,21506,2023-11-28,A,115
4231,21512,2023-05-15,A,314
4232,21526,2022-04-16,A,57
4233,21528,2021-04-11,A,83
4234,21531,2027-02-17,A,280
4235,21536,2022-03-15,A,237
4236,21548,2020-09-18,A,125
4237,21560,2022-08-25,A,46
4238,21570,2026-11-22,A,324
4239,21572,2022-03-29,A,454
4240,21574,2020-08-06,A,100
4241,21575,2023-04-26,A,99
4242,21578,2021-02-14,A,460
4243,21580,2026-03-18,A,199
4244,21581,2023-09-14,A,175
4245,21585,2023-11-17,A,67
4246,21586,2022-10-04,A,168
4247,21595,2022-11-24,A,233
4248,21596,2024-08-01,A,86
4249,21600,2022-09-18,A,160
4250,21601,2025-11-21,A,434
4251,21606,2026-07-29,A,491
4252,21610,2022-07-06,A,440
4253,21614,2021-10-29,A,440
4254,21630,2020-07-26,A,17
4255,21632,2024-04-02,A,193
4256,21634,2022-11-01,A,295
4257,21635,2022-05-31,A,161
4258,21637,2021-04-18,A,297
4259,21643,2024-08-15,A,107
4260,21645,2025-05-30,A,90
4261,21647,2021-07-31,A,500
4262,21648,2020-11-24,A,374
4263,21649,2020-07-18,A,463
4264,21653,2021-11-08,A,170
4265,21657,2024-04-29,A,201
4266,21661,2026-09-01,A,50
4267,21667,2022-04-08,A,434
4268,21673,2020-06-18,A,333
4269,21675,2021-06-14,A,129
4270,21676,2024-12-06,A,73
4271,21677,2025-04-01,A,283
4272,21681,2022-09-17,A,460
4273,21682,2022-06-22,A,302
4274,21683,2021-03-20,A,8
4275,21687,2020-04-21,A,72
4276,21698,2024-10-10,A,128
4277,21707,2026-10-21,A,211
4278,21708,2026-06-26,A,293
4279,21711,2023-01-12,A,147
4280,21714,2022-02-07,A,201
4281,21719,2024-08-17,A,366
4282,21725,2026-10-17,A,356
4283,21729,2022-02-12,A,435
4284,21730,2022-08-26,A,370
4285,21751,2023-07-14,A,452
4286,21752,2025-02-03,A,6
4287,21764,2025-05-01,A,488
4288,21766,2021-12-10,A,273
4289,21771,2022-10-22,A,360
4290,21772,2022-07-21,A,98
4291,21775,2024-01-06,A,424
4292,21788,2021-06-30,A,194
4293,21801,2025-06-05,A,346
4294,21819,2024-08-29,A,109
4295,21830,2024-06-29,A,129
4296,21833,2024-01-20,A,235
4297,21834,2020-07-25,A,294
4298,21841,2021-04-21,A,462
4299,21845,2021-04-27,A,305
4300,21846,2022-08-09,A,134
4301,21852,2022-02-12,A,228
4302,21857,2020-03-19,A,236
4303,21862,2024-07-14,A,328
4304,21872,2021-01-05,A,482
4305,21874,2025-07-29,A,463
4306,21879,2025-03-31,A,488
4307,21880,2025-08-22,A,349
4308,21881,2020-06-26,A,75
4309,21885,2023-10-15,A,388
4310,21891,2025-02-17,A,381
4311,21893,2023-05-06,A,319
4312,21895,2023-08-19,A,372
4313,21911,2023-03-09,A,419
4314,21915,2023-04-08,A,57
4315,21926,2023-12-21,A,118
4316,21928,2024-02-05,A,125
4317,21929,2021-08-16,A,355
4318,21931,2023-08-25,A,25
4319,21933,2023-02-06,A,329
4320,21940,2026-07-11,A,97
4321,21942,2024-01-15,A,367
4322,21944,2024-06-29,A,251
4323,21953,2027-03-21,A,261
4324,21957,2021-08-04,A,163
4325,21966,2020-08-18,A,357
4326,21968,2021-10-12,A,278
4327,21969,2022-02-25,A,172
4328,21972,2021-02-17,A,4
4329,21975,2022-10-21,A,30
4330,21977,2025-08-26,A,141
4331,21979,2025-03-19,A,178
4332,21985,2024-02-27,A,273
4333,21986,2020-04-03,A,283
4334,21988,2020-10-09,A,24
4335,21989,2025-05-08,A,203
4336,21997,2025-08-25,A,463
4337,22002,2025-05-12,A,9
4338,22006,2022-07-27,A,31
4339,22024,2026-07-25,A,481
4340,22030,2023-10-03,A,137
4341,22037,2024-12-04,A,194
4342,22039,2022-09-30,A,172
4343,22043,2025-04-01,A,1
4344,22046,2023-07-05,A,102
4345,22048,2026-01-15,A,88
4346,22050,2021-09-05,A,43
4347,22056,2020-08-07,A,159
4348,22061,2021-10-10,A,486
4349,22063,2024-09-15,A,359
4350,22067,2021-10-19,A,414
4351,22068,2021-02-23,A,2
4352,22071,2021-05-13,A,164
4353,22074,2025-10-10,A,499
4354,22076,2025-07-08,A,108
4355,22077,2026-08-06,A,328
4356,22083,2024-10-22,A,299
4357,22088,2022-04-06,A,460
4358,22092,2026-03-24,A,249
4359,22096,2024-05-06,A,485
4360,22097,2020-07-30,A,159
4361,22098,2025-08-12,A,194
4362,22101,2023-05-19,A,490
4363,22108,2026-05-15,A,497
4364,22109,2021-09-14,A,65
4365,22114,2023-06-13,A,166
4366,22125,2020-10-06,A,273
4367,22128,2024-03-03,A,193
4368,22129,2026-08-24,A,199
4369,22136,2023-04-24,A,273
4370,22138,2025-08-11,A,294
4371,22142,2026-01-05,A,340
4372,22146,2024-09-18,A,141
4373,22148,2025-03-12,A,131
4374,22149,2024-08-14,A,88
4375,22151,2025-01-27,A,354
4376,22152,2022-01-10,A,43
4377,22157,2020-11-28,A,25
4378,22161,2022-08-20,A,81
4379,22172,2024-10-02,A,356
4380,22176,2023-09-21,A,465
4381,22185,2020-05-07,A,283
4382,22192,2020-10-24,A,43
4383,22195,2020-08-23,A,125
4384,22201,2020-03-14,A,25
4385,22210,2020-04-12,A,105
4386,22215,2021-08-02,A,401
4387,22227,2024-02-11,A,276
4388,22231,2021-12-22,A,391
4389,22253,2023-01-31,A,157
4390,22262,2024-12-21,A,59
4391,22270,2022-10-05,A,393
4392,22275,2024-10-26,A,253
4393,22276,2022-08-28,A,7
4394,22278,2021-06-25,A,248
4395,22279,2026-10-10,A,12
4396,22288,2020-05-20,A,39
4397,22289,2023-08-08,A,409
4398,22295,2024-10-28,A,129
4399,22305,2021-04-02,A,442
4400,22307,2022-08-13,A,271
4401,22310,2025-07-07,A,426
4402,22312,2020-10-14,A,455
4403,22316,2022-09-17,A,69
4404,22318,2024-04-12,A,155
4405,22319,2025-02-25,A,52
4406,22333,2026-11-23,A,152
4407,22339,2021-09-02,A,199
4408,22345,2025-04-08,A,70
4409,22348,2022-08-30,A,367
4410,22363,2023-06-26,A,159
4411,22367,2023-02-04,A,481
4412,22369,2024-09-02,A,416
4413,22372,2024-09-01,A,372
4414,22376,2021-07-25,A,182
4415,22379,2026-11-18,A,49
4416,22384,2024-12-13,A,449
4417,22386,2026-07-04,A,280
4418,22388,2024-02-23,A,94
4419,22396,2026-08-23,A,339
4420,22398,2023-05-21,A,264
4421,22402,2022-02-25,A,393
4422,22403,2025-09-05,A,320
4423,22412,2020-11-01,A,67
4424,22414,2020-07-12,A,203
4425,22428,2023-04-20,A,152
4426,22434,2020-12-25,A,277
4427,22437,2021-10-12,A,53
4428,22442,2025-03-03,A,390
4429,22444,2025-03-20,A,188
4430,22446,2025-03-08,A,311
4431,22465,2025-04-14,A,319
