CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
28559,IT,66D,1,1
28560,IT,66D,1,1
28561,IT,66D,1,1
28562,IPC,279,1,1
28563,IPC,420,1,1
28564,IPC,307,1,1
28565,IT,66D,1,1
28566,IPC,304A,1,1
28567,NDPS,21,1,1
28568,IPC,379,1,1
28569,IPC,379,1,1
28570,IPC,302,1,1
28571,IPC,420,1,1
28572,IT,66D,1,1
28573,NDPS,21,1,1
28575,IPC,420,1,1
28576,IPC,302,1,1
28577,IPC,420,1,1
28578,IT,66D,1,1
28579,IPC,420,1,1
28580,NDPS,21,1,1
28581,IPC,302,1,1
28582,IPC,379,1,1
28583,IPC,379,1,1
28584,IPC,279,1,1
28585,IPC,379,1,1
28586,IT,66C,1,1
28587,NDPS,20,1,1
28589,IT,66C,1,1
28590,IPC,302,1,1
28591,IPC,420,1,1
28592,IPC,279,1,1
28593,IPC,379,1,1
28594,IPC,420,1,1
28596,IPC,420,1,1
28598,IPC,307,1,1
28599,IPC,420,1,1
28600,IPC,279,1,1
28601,NDPS,20,1,1
28602,IPC,304A,1,1
28603,IT,66D,1,1
28604,IPC,279,1,1
28605,IPC,420,1,1
28606,IPC,420,1,1
28607,IPC,379,1,1
28608,IT,66C,1,1
28609,IPC,379,1,1
28610,IPC,302,1,1
28611,NDPS,20,1,1
28613,IPC,302,1,1
28614,IPC,279,1,1
28615,IT,66C,1,1
28616,IPC,379,1,1
28617,IPC,304A,1,1
28618,IPC,379,1,1
28620,IPC,420,1,1
28621,IPC,379,1,1
28622,IT,66C,1,1
28623,NDPS,20,1,1
28624,IT,66D,1,1
28625,NDPS,21,1,1
28626,IPC,420,1,1
28627,IPC,379,1,1
28628,IPC,304A,1,1
28629,NDPS,21,1,1
28630,IT,66C,1,1
28632,IPC,420,1,1
28635,IPC,304A,1,1
28636,IPC,307,1,1
28637,IPC,304A,1,1
28638,NDPS,21,1,1
28639,NDPS,21,1,1
28640,NDPS,20,1,1
28641,IPC,279,1,1
28642,IPC,379,1,1
28643,IPC,307,1,1
28644,IPC,304A,1,1
28645,IPC,307,1,1
28646,NDPS,21,1,1
28647,IPC,307,1,1
28648,IT,66D,1,1
28649,IPC,379,1,1
28650,IPC,379,1,1
28652,NDPS,20,1,1
28653,NDPS,21,1,1
28655,IPC,420,1,1
28656,IPC,279,1,1
28657,IPC,304A,1,1
28658,IPC,279,1,1
28660,IPC,302,1,1
28661,IPC,379,1,1
28662,IT,66C,1,1
28663,IPC,279,1,1
28665,IPC,302,1,1
28667,IT,66D,1,1
28668,NDPS,20,1,1
28669,IT,66D,1,1
28670,IPC,307,1,1
28672,IPC,307,1,1
28673,NDPS,20,1,1
28674,IPC,379,1,1
28675,IT,66D,1,1
28676,IPC,379,1,1
28677,NDPS,20,1,1
28678,IPC,420,1,1
28679,IPC,420,1,1
28681,NDPS,21,1,1
28683,IT,66D,1,1
28685,IPC,302,1,1
28687,IPC,279,1,1
28688,IPC,304A,1,1
28689,IT,66C,1,1
28690,IT,66C,1,1
28691,IPC,279,1,1
28692,NDPS,21,1,1
28694,IPC,307,1,1
28695,IPC,420,1,1
28696,IPC,307,1,1
28697,IT,66C,1,1
28698,IPC,379,1,1
28699,IPC,304A,1,1
28700,IPC,420,1,1
28701,IPC,307,1,1
28702,IPC,379,1,1
28703,NDPS,20,1,1
28704,IPC,304A,1,1
28705,IPC,420,1,1
28707,IPC,420,1,1
28709,IT,66C,1,1
28710,IT,66C,1,1
28712,IPC,379,1,1
28713,IPC,420,1,1
28716,NDPS,20,1,1
28717,NDPS,20,1,1
28718,IPC,307,1,1
28719,IPC,420,1,1
28721,IPC,420,1,1
28722,IPC,307,1,1
28724,IT,66C,1,1
28725,NDPS,20,1,1
28727,IPC,379,1,1
28728,IPC,420,1,1
28729,IPC,302,1,1
28731,NDPS,21,1,1
28732,IPC,302,1,1
28733,NDPS,21,1,1
28734,IT,66C,1,1
28735,IPC,379,1,1
28736,NDPS,20,1,1
28737,IPC,302,1,1
28738,IPC,279,1,1
28739,IPC,307,1,1
28740,IT,66D,1,1
28742,IPC,304A,1,1
28743,IPC,304A,1,1
28744,IT,66D,1,1
28745,NDPS,21,1,1
28746,IPC,304A,1,1
28747,IT,66C,1,1
28748,IPC,279,1,1
28749,IT,66D,1,1
28750,NDPS,21,1,1
28753,IPC,302,1,1
28754,IPC,379,1,1
28755,IPC,420,1,1
28756,NDPS,21,1,1
28758,IPC,420,1,1
28759,IPC,304A,1,1
28760,IPC,302,1,1
28764,IT,66C,1,1
28765,IPC,279,1,1
28767,IPC,420,1,1
28768,IPC,279,1,1
28769,IPC,304A,1,1
28770,NDPS,20,1,1
28772,IPC,279,1,1
28776,IT,66D,1,1
28777,IPC,379,1,1
28778,IT,66C,1,1
28779,IPC,379,1,1
28780,IT,66D,1,1
28782,IPC,379,1,1
28783,IPC,302,1,1
28784,IPC,307,1,1
28785,IT,66D,1,1
28786,IPC,420,1,1
28788,IPC,302,1,1
28789,IPC,279,1,1
28790,IPC,279,1,1
28791,NDPS,21,1,1
28792,IPC,379,1,1
28793,IPC,302,1,1
28794,IPC,307,1,1
28795,IT,66D,1,1
28796,IPC,302,1,1
28797,IPC,420,1,1
28798,IPC,420,1,1
28799,IPC,302,1,1
28800,IPC,420,1,1
28802,IT,66C,1,1
28803,IPC,279,1,1
28804,IPC,279,1,1
28805,NDPS,20,1,1
28806,IPC,420,1,1
28807,IPC,420,1,1
28808,IPC,379,1,1
28809,IT,66C,1,1
28810,NDPS,21,1,1
28811,IPC,379,1,1
28812,NDPS,20,1,1
28813,IPC,379,1,1
28815,NDPS,20,1,1
28816,IT,66C,1,1
28817,IPC,420,1,1
28818,IPC,420,1,1
28819,IPC,304A,1,1
28820,NDPS,21,1,1
28821,IPC,302,1,1
28822,IPC,420,1,1
28824,NDPS,21,1,1
28825,IPC,307,1,1
28828,NDPS,20,1,1
28829,IPC,420,1,1
28830,IPC,307,1,1
28831,IPC,279,1,1
28832,IPC,307,1,1
28833,NDPS,21,1,1
28834,IPC,302,1,1
28835,IPC,302,1,1
28836,NDPS,20,1,1
28837,IT,66C,1,1
28838,IPC,420,1,1
28839,IPC,379,1,1
28840,IPC,420,1,1
28841,IPC,379,1,1
28842,IPC,279,1,1
28844,IPC,379,1,1
28845,IPC,379,1,1
28846,NDPS,20,1,1
28847,IPC,379,1,1
28850,IPC,379,1,1
28851,IPC,304A,1,1
28852,NDPS,20,1,1
28853,IT,66C,1,1
28854,NDPS,20,1,1
28855,IPC,420,1,1
28856,IT,66D,1,1
28858,IPC,302,1,1
28859,IPC,307,1,1
28860,NDPS,20,1,1
28861,NDPS,20,1,1
28862,IPC,420,1,1
28864,IPC,420,1,1
28865,IPC,379,1,1
28866,IPC,379,1,1
28868,IPC,279,1,1
28869,IPC,279,1,1
28870,IT,66D,1,1
28871,IPC,304A,1,1
28872,NDPS,20,1,1
28873,IT,66C,1,1
28875,IPC,379,1,1
28876,IT,66D,1,1
28877,NDPS,20,1,1
28878,IPC,302,1,1
28879,IPC,420,1,1
28880,IT,66D,1,1
28881,IT,66D,1,1
28882,NDPS,21,1,1
28883,IPC,279,1,1
28884,IT,66C,1,1
28885,IPC,379,1,1
28886,IT,66C,1,1
28887,IPC,307,1,1
28888,IPC,379,1,1
28889,IT,66D,1,1
28890,IPC,302,1,1
28891,IPC,302,1,1
28893,IT,66D,1,1
28894,IPC,379,1,1
28895,IPC,379,1,1
28896,IPC,420,1,1
28897,IPC,420,1,1
28898,IPC,304A,1,1
28899,IPC,420,1,1
28900,IT,66D,1,1
28901,IPC,304A,1,1
28902,NDPS,21,1,1
28903,NDPS,21,1,1
28904,IT,66C,1,1
28905,IPC,379,1,1
28906,NDPS,21,1,1
28907,NDPS,21,1,1
28908,IPC,379,1,1
28909,IPC,304A,1,1
28910,IT,66D,1,1
28911,IPC,420,1,1
28912,IPC,279,1,1
28913,IPC,379,1,1
28914,IPC,279,1,1
28918,IPC,304A,1,1
28919,IPC,302,1,1
28920,IT,66D,1,1
28922,IPC,302,1,1
28923,IPC,379,1,1
28924,IPC,379,1,1
28925,IPC,304A,1,1
28927,IPC,302,1,1
28928,IPC,379,1,1
28929,IPC,379,1,1
28930,IPC,420,1,1
28931,IT,66C,1,1
28932,IPC,420,1,1
28933,IPC,302,1,1
28935,IT,66C,1,1
28936,IPC,307,1,1
28937,NDPS,20,1,1
28938,IPC,379,1,1
28939,IT,66C,1,1
28940,NDPS,21,1,1
28941,IT,66D,1,1
28942,IPC,279,1,1
28943,NDPS,20,1,1
28944,IPC,379,1,1
28945,NDPS,21,1,1
28946,NDPS,21,1,1
28947,IPC,379,1,1
28948,IPC,302,1,1
28949,IT,66C,1,1
28950,NDPS,20,1,1
28951,IPC,379,1,1
28952,IPC,304A,1,1
28953,IPC,420,1,1
28956,IPC,379,1,1
28957,IT,66C,1,1
28958,IT,66D,1,1
28959,IT,66D,1,1
28960,IPC,379,1,1
28961,IPC,379,1,1
28963,IT,66C,1,1
28964,IPC,379,1,1
28965,IPC,420,1,1
28967,IT,66D,1,1
28969,IPC,379,1,1
28971,IPC,420,1,1
28972,IPC,379,1,1
28973,IPC,304A,1,1
28974,IT,66C,1,1
28976,IPC,379,1,1
28977,IPC,420,1,1
28978,IT,66D,1,1
28979,IPC,279,1,1
28980,IT,66C,1,1
28981,IPC,420,1,1
28982,IPC,379,1,1
28983,IPC,279,1,1
28984,IPC,420,1,1
28985,IPC,307,1,1
28986,IT,66C,1,1
28987,IPC,379,1,1
28988,IPC,420,1,1
28989,IPC,304A,1,1
28990,IPC,379,1,1
28991,IT,66C,1,1
28992,IT,66D,1,1
28993,IPC,379,1,1
28994,NDPS,21,1,1
28996,NDPS,21,1,1
28997,IPC,379,1,1
28998,IT,66C,1,1
28999,NDPS,20,1,1
29000,NDPS,20,1,1
29002,IPC,379,1,1
29003,IPC,279,1,1
29004,NDPS,21,1,1
29005,IPC,302,1,1
29006,IT,66D,1,1
29007,IPC,304A,1,1
29008,IPC,307,1,1
29009,IPC,279,1,1
29010,IPC,307,1,1
29011,NDPS,21,1,1
29012,NDPS,20,1,1
29013,IPC,420,1,1
29014,IPC,420,1,1
29015,IPC,304A,1,1
29016,IPC,420,1,1
29017,IPC,420,1,1
29018,IT,66D,1,1
29019,IPC,379,1,1
29020,IPC,379,1,1
29022,IPC,379,1,1
29024,IPC,304A,1,1
29025,IPC,304A,1,1
29027,IPC,279,1,1
29028,IT,66D,1,1
29029,IPC,307,1,1
29030,IPC,279,1,1
29031,IPC,304A,1,1
29032,IPC,420,1,1
29033,IPC,307,1,1
29034,IPC,379,1,1
29036,IT,66D,1,1
29037,IT,66C,1,1
29038,IT,66C,1,1
29039,IPC,379,1,1
29040,IT,66D,1,1
29042,IPC,302,1,1
29043,IT,66D,1,1
29044,IPC,420,1,1
29045,IPC,420,1,1
29046,NDPS,20,1,1
29047,IT,66D,1,1
29048,IT,66D,1,1
29049,IPC,307,1,1
29050,IPC,379,1,1
29051,IPC,304A,1,1
29052,IPC,307,1,1
29053,IPC,379,1,1
29054,NDPS,20,1,1
29055,IPC,420,1,1
29056,IPC,304A,1,1
29057,IPC,420,1,1
29058,IPC,379,1,1
29059,IPC,307,1,1
29060,IPC,420,1,1
29063,NDPS,21,1,1
29064,IPC,420,1,1
29065,NDPS,20,1,1
29066,IPC,420,1,1
29067,IPC,279,1,1
29068,IPC,307,1,1
29069,IPC,420,1,1
29070,IPC,302,1,1
29071,IPC,307,1,1
29072,IPC,420,1,1
29073,NDPS,21,1,1
29074,IT,66C,1,1
29075,IT,66C,1,1
29076,IT,66D,1,1
29078,IPC,420,1,1
29079,NDPS,20,1,1
29080,NDPS,21,1,1
29081,IPC,420,1,1
29082,IT,66C,1,1
29083,NDPS,20,1,1
29084,NDPS,20,1,1
29085,IPC,302,1,1
29086,IT,66D,1,1
29087,IPC,304A,1,1
29088,IPC,307,1,1
29090,IPC,279,1,1
29091,IPC,379,1,1
29092,IPC,420,1,1
29093,IPC,307,1,1
29094,IPC,379,1,1
29095,IPC,420,1,1
29096,IT,66C,1,1
29097,NDPS,21,1,1
29098,IT,66C,1,1
29099,IT,66D,1,1
29100,IPC,379,1,1
29101,IPC,302,1,1
29102,IPC,420,1,1
29103,IPC,279,1,1
29104,IT,66C,1,1
29105,IPC,379,1,1
29106,IT,66C,1,1
29107,IT,66D,1,1
29109,NDPS,20,1,1
29110,IPC,379,1,1
29111,IT,66D,1,1
29112,IPC,279,1,1
29113,IT,66D,1,1
29114,IPC,279,1,1
29115,IPC,302,1,1
29116,IPC,379,1,1
29117,IT,66D,1,1
29119,IPC,302,1,1
29120,NDPS,20,1,1
29121,IPC,304A,1,1
29122,IPC,379,1,1
29123,NDPS,20,1,1
29124,IPC,304A,1,1
29125,NDPS,21,1,1
29126,IT,66D,1,1
29127,IPC,420,1,1
29128,IT,66C,1,1
29129,NDPS,20,1,1
29131,IPC,307,1,1
29132,IT,66D,1,1
29133,IT,66C,1,1
29134,IPC,279,1,1
29135,NDPS,21,1,1
29136,IPC,379,1,1
29137,IPC,379,1,1
29138,NDPS,20,1,1
29139,IPC,304A,1,1
29140,IPC,279,1,1
29141,NDPS,21,1,1
29142,IPC,420,1,1
29143,IPC,302,1,1
29144,IPC,279,1,1
29145,IPC,304A,1,1
29146,IPC,279,1,1
29147,IPC,379,1,1
29149,IPC,304A,1,1
29150,IPC,279,1,1
29151,IPC,379,1,1
29152,IPC,307,1,1
29154,IPC,379,1,1
29155,IT,66C,1,1
29156,IT,66C,1,1
29157,IPC,420,1,1
29159,NDPS,21,1,1
29160,NDPS,20,1,1
29161,IPC,307,1,1
29162,IT,66D,1,1
29163,IPC,379,1,1
29164,IPC,420,1,1
29165,IPC,420,1,1
29166,IT,66D,1,1
29167,IT,66D,1,1
29168,IPC,420,1,1
29169,IPC,304A,1,1
29170,IPC,302,1,1
29171,IT,66C,1,1
29172,IPC,304A,1,1
29173,IPC,379,1,1
29174,IPC,420,1,1
29176,IPC,379,1,1
29178,IPC,420,1,1
29179,IPC,420,1,1
29180,IPC,279,1,1
29181,IT,66C,1,1
29182,IT,66C,1,1
29183,IPC,420,1,1
29184,NDPS,21,1,1
29185,IT,66D,1,1
29186,IPC,420,1,1
29187,IPC,302,1,1
29188,IPC,307,1,1
29189,IPC,379,1,1
29190,IPC,379,1,1
29191,IPC,420,1,1
29192,IPC,420,1,1
29193,NDPS,20,1,1
29195,IT,66C,1,1
29196,NDPS,20,1,1
29197,IPC,279,1,1
29198,NDPS,21,1,1
29200,IT,66C,1,1
29201,IPC,420,1,1
29202,NDPS,21,1,1
29203,IPC,379,1,1
29204,IPC,379,1,1
29205,IPC,420,1,1
29206,IPC,279,1,1
29207,IPC,379,1,1
29208,IPC,307,1,1
29209,NDPS,21,1,1
29210,NDPS,21,1,1
29211,IPC,420,1,1
29212,IPC,420,1,1
29213,IPC,420,1,1
29214,IT,66D,1,1
29215,IT,66C,1,1
29216,IPC,379,1,1
29217,IPC,420,1,1
29219,IPC,304A,1,1
29220,IPC,279,1,1
29222,IT,66D,1,1
29223,IT,66D,1,1
29224,IPC,420,1,1
29225,IPC,304A,1,1
29226,IT,66D,1,1
29227,IPC,420,1,1
29228,NDPS,20,1,1
29229,IPC,307,1,1
29231,IPC,379,1,1
29232,IT,66C,1,1
29233,IPC,420,1,1
29234,NDPS,21,1,1
29235,IPC,420,1,1
29237,IPC,302,1,1
29238,IT,66D,1,1
29239,IPC,379,1,1
29241,NDPS,21,1,1
29242,IPC,302,1,1
29243,IPC,302,1,1
29244,NDPS,21,1,1
29245,IPC,420,1,1
29246,IT,66D,1,1
29247,IPC,279,1,1
29248,IPC,420,1,1
29249,IT,66C,1,1
29250,IT,66C,1,1
29252,IPC,304A,1,1
29253,IPC,279,1,1
29254,NDPS,20,1,1
29255,IPC,279,1,1
29256,IPC,307,1,1
29257,IPC,420,1,1
29259,IPC,304A,1,1
29260,IPC,304A,1,1
29261,IPC,302,1,1
29262,IT,66D,1,1
29263,IPC,420,1,1
29264,IPC,379,1,1
29265,IPC,302,1,1
29267,IPC,379,1,1
29269,IPC,307,1,1
29270,NDPS,20,1,1
29271,IPC,379,1,1
29272,IT,66D,1,1
29273,NDPS,20,1,1
29274,IPC,420,1,1
29275,IPC,379,1,1
29276,IPC,420,1,1
29277,IT,66D,1,1
29278,IPC,304A,1,1
29280,IPC,304A,1,1
29281,IPC,302,1,1
29282,IPC,379,1,1
29283,NDPS,21,1,1
29284,IPC,279,1,1
29286,NDPS,21,1,1
29287,IPC,420,1,1
29288,IT,66D,1,1
29289,IT,66C,1,1
29290,IPC,304A,1,1
29291,NDPS,20,1,1
29294,IPC,279,1,1
29295,IT,66D,1,1
29296,IT,66C,1,1
29297,IT,66D,1,1
29298,NDPS,21,1,1
29299,IPC,420,1,1
29300,IPC,379,1,1
29301,IPC,379,1,1
29302,IPC,420,1,1
29303,IT,66C,1,1
29304,IT,66C,1,1
29305,IPC,302,1,1
29306,IPC,379,1,1
29307,IPC,304A,1,1
29308,IT,66D,1,1
29309,IPC,307,1,1
29310,IT,66D,1,1
29311,NDPS,20,1,1
29312,IPC,279,1,1
29314,IT,66C,1,1
29315,IT,66C,1,1
29316,IT,66C,1,1
29317,IPC,304A,1,1
29318,NDPS,21,1,1
29319,IPC,379,1,1
29320,IPC,302,1,1
29321,IPC,304A,1,1
29322,IPC,302,1,1
29323,IPC,379,1,1
29324,IT,66D,1,1
29325,NDPS,21,1,1
29326,IPC,279,1,1
29327,IPC,379,1,1
29328,IPC,302,1,1
29329,IPC,304A,1,1
29330,IPC,307,1,1
29331,IT,66C,1,1
29332,IPC,379,1,1
29333,IPC,302,1,1
29334,IT,66C,1,1
29336,IPC,420,1,1
29337,IPC,379,1,1
29338,NDPS,20,1,1
29340,IPC,420,1,1
29342,IPC,379,1,1
29343,IPC,420,1,1
29344,IPC,279,1,1
29345,NDPS,21,1,1
29346,IPC,379,1,1
29347,IT,66D,1,1
29348,IPC,420,1,1
29349,IPC,420,1,1
29350,IPC,279,1,1
29352,IPC,302,1,1
29353,IPC,420,1,1
29354,IPC,379,1,1
29357,IPC,379,1,1
29358,IPC,302,1,1
29359,IT,66D,1,1
29360,NDPS,21,1,1
29361,IT,66C,1,1
29362,IPC,420,1,1
29363,IPC,420,1,1
29365,IPC,379,1,1
29366,IT,66C,1,1
29367,IPC,279,1,1
29368,IT,66D,1,1
29369,IPC,379,1,1
29370,IPC,304A,1,1
29372,IT,66D,1,1
29373,NDPS,20,1,1
29374,IT,66D,1,1
29376,IT,66C,1,1
29377,IPC,279,1,1
29378,NDPS,20,1,1
29379,IPC,420,1,1
29380,IT,66D,1,1
29381,IPC,420,1,1
29383,NDPS,20,1,1
29384,NDPS,20,1,1
29385,IT,66C,1,1
29386,IPC,307,1,1
29387,IPC,379,1,1
29388,IPC,304A,1,1
29389,IPC,420,1,1
29390,IPC,304A,1,1
29391,IPC,302,1,1
29392,IPC,307,1,1
29394,IT,66D,1,1
29396,NDPS,20,1,1
29398,IPC,379,1,1
29399,IT,66C,1,1
29400,IPC,279,1,1
29401,IT,66C,1,1
29402,IPC,379,1,1
29403,IT,66D,1,1
29404,NDPS,21,1,1
29405,IT,66D,1,1
29407,IPC,420,1,1
29408,IPC,379,1,1
29409,IPC,379,1,1
29410,IPC,379,1,1
29411,IPC,307,1,1
29413,IPC,420,1,1
29414,IT,66D,1,1
29415,IPC,420,1,1
29416,IPC,307,1,1
29418,IPC,420,1,1
29419,IPC,420,1,1
29420,IPC,304A,1,1
29421,IPC,420,1,1
29422,IT,66D,1,1
29423,IT,66D,1,1
29424,NDPS,20,1,1
29425,IT,66D,1,1
29427,IPC,379,1,1
29429,IPC,420,1,1
29430,IPC,304A,1,1
29431,IPC,420,1,1
29432,IPC,304A,1,1
29434,IPC,379,1,1
29435,IPC,420,1,1
29436,IPC,279,1,1
29438,NDPS,20,1,1
29439,NDPS,21,1,1
29440,IT,66C,1,1
29441,IPC,420,1,1
29442,IPC,379,1,1
29443,IPC,304A,1,1
29444,NDPS,21,1,1
29446,IPC,379,1,1
29447,NDPS,20,1,1
29448,IPC,304A,1,1
29449,IT,66D,1,1
29450,IPC,304A,1,1
29451,IPC,307,1,1
29453,IPC,379,1,1
29454,IPC,379,1,1
29455,IT,66D,1,1
29456,IT,66C,1,1
29457,IPC,420,1,1
29458,IPC,379,1,1
29459,IT,66D,1,1
29460,IPC,379,1,1
29461,IPC,379,1,1
29462,NDPS,20,1,1
29464,NDPS,20,1,1
29465,NDPS,20,1,1
29467,IPC,307,1,1
29468,IPC,304A,1,1
29469,NDPS,21,1,1
29470,IT,66D,1,1
29471,IPC,379,1,1
29472,IPC,420,1,1
29473,IPC,304A,1,1
29474,IPC,379,1,1
29475,IPC,420,1,1
29476,IT,66D,1,1
29478,NDPS,20,1,1
29479,IPC,307,1,1
29480,NDPS,21,1,1
29481,IT,66C,1,1
29482,IPC,379,1,1
29483,IT,66D,1,1
29484,IPC,302,1,1
29485,IT,66C,1,1
29486,IPC,304A,1,1
29488,IPC,279,1,1
29489,IPC,379,1,1
29490,IPC,379,1,1
29491,IPC,420,1,1
29492,IPC,304A,1,1
29493,IPC,379,1,1
29494,NDPS,21,1,1
29495,IPC,379,1,1
29496,NDPS,20,1,1
29497,IPC,307,1,1
29498,NDPS,21,1,1
29499,IPC,302,1,1
29500,IT,66D,1,1
29502,NDPS,21,1,1
29503,NDPS,21,1,1
29504,IT,66C,1,1
29505,NDPS,20,1,1
29506,IPC,304A,1,1
29507,IT,66C,1,1
29508,IPC,302,1,1
29509,NDPS,20,1,1
29510,IPC,307,1,1
29511,IPC,279,1,1
29512,IPC,379,1,1
29513,IT,66C,1,1
29514,IPC,307,1,1
29516,IPC,279,1,1
29517,IPC,302,1,1
29518,IPC,379,1,1
29519,NDPS,20,1,1
29520,IPC,420,1,1
29521,IPC,307,1,1
29522,IPC,420,1,1
29523,IT,66C,1,1
29524,NDPS,20,1,1
29525,IPC,379,1,1
29527,IPC,279,1,1
29528,IPC,420,1,1
29529,IPC,302,1,1
29530,IT,66C,1,1
29531,IPC,302,1,1
29533,IPC,420,1,1
29534,IT,66D,1,1
29535,IT,66C,1,1
29536,IPC,307,1,1
29537,IT,66C,1,1
29538,IT,66D,1,1
29539,IPC,420,1,1
29540,IT,66D,1,1
29541,IPC,420,1,1
29542,IT,66C,1,1
29543,IPC,420,1,1
29544,NDPS,20,1,1
29545,IT,66D,1,1
29548,IPC,304A,1,1
29549,NDPS,21,1,1
29550,NDPS,21,1,1
29551,IT,66D,1,1
29553,IPC,420,1,1
29554,IPC,420,1,1
29556,IPC,379,1,1
29557,IT,66C,1,1
29559,IPC,379,1,1
29560,NDPS,20,1,1
29561,IPC,420,1,1
29562,IPC,379,1,1
29563,IT,66C,1,1
29564,IPC,379,1,1
29565,NDPS,21,1,1
29566,IPC,307,1,1
29567,IPC,420,1,1
29568,IT,66C,1,1
29569,IPC,379,1,1
29570,IPC,302,1,1
29571,IT,66C,1,1
29572,IT,66C,1,1
29573,IT,66D,1,1
29575,IT,66C,1,1
29576,IPC,379,1,1
29578,IPC,279,1,1
29579,NDPS,20,1,1
29580,NDPS,20,1,1
29581,IPC,379,1,1
29582,NDPS,20,1,1
29583,IPC,420,1,1
29584,IT,66D,1,1
29585,IT,66C,1,1
29587,IPC,379,1,1
29589,IPC,304A,1,1
29591,IPC,302,1,1
29592,IPC,379,1,1
29595,IPC,420,1,1
29596,IPC,307,1,1
29597,NDPS,20,1,1
29598,IPC,379,1,1
29599,IPC,379,1,1
29600,NDPS,20,1,1
29601,IPC,420,1,1
29602,NDPS,21,1,1
29603,IPC,379,1,1
29604,IT,66D,1,1
29605,IPC,420,1,1
29606,IPC,420,1,1
29607,IPC,304A,1,1
29610,IPC,279,1,1
29611,IT,66D,1,1
29613,IPC,302,1,1
29614,IPC,379,1,1
29615,IPC,279,1,1
29618,NDPS,20,1,1
29619,IPC,302,1,1
29621,IPC,302,1,1
29622,IPC,420,1,1
29623,IPC,379,1,1
29625,IPC,420,1,1
29626,IPC,420,1,1
29628,IPC,304A,1,1
29629,IT,66C,1,1
29630,IPC,420,1,1
29631,IPC,307,1,1
29632,IT,66C,1,1
29633,IT,66C,1,1
29634,IPC,379,1,1
29635,IT,66C,1,1
29636,IPC,304A,1,1
29637,IPC,379,1,1
29639,NDPS,20,1,1
29640,IPC,379,1,1
29641,IPC,420,1,1
29642,NDPS,20,1,1
29644,IPC,304A,1,1
29645,IPC,420,1,1
29646,IPC,279,1,1
29647,IPC,307,1,1
29648,NDPS,20,1,1
29650,IT,66D,1,1
29652,IPC,420,1,1
29653,IPC,304A,1,1
29654,IPC,420,1,1
29655,NDPS,20,1,1
29656,IT,66D,1,1
29658,IPC,379,1,1
29659,IPC,279,1,1
29660,NDPS,20,1,1
29661,IT,66D,1,1
29662,IT,66C,1,1
29663,NDPS,20,1,1
29664,IPC,279,1,1
29665,IT,66D,1,1
29666,IPC,420,1,1
29667,IT,66C,1,1
29668,IPC,420,1,1
29669,IPC,279,1,1
29670,IT,66C,1,1
29671,IT,66D,1,1
29673,IT,66C,1,1
29674,NDPS,21,1,1
29675,IT,66C,1,1
29677,IPC,420,1,1
29678,NDPS,20,1,1
29679,IPC,379,1,1
29681,IPC,379,1,1
29682,IPC,304A,1,1
29684,IPC,420,1,1
29685,IPC,420,1,1
29686,NDPS,20,1,1
29687,IPC,302,1,1
29688,IPC,304A,1,1
29689,IT,66D,1,1
29690,NDPS,21,1,1
29692,IPC,304A,1,1
29693,IPC,279,1,1
29694,IPC,304A,1,1
29695,IT,66D,1,1
29696,IPC,420,1,1
29697,NDPS,21,1,1
29698,IPC,379,1,1
29699,NDPS,20,1,1
29700,IPC,379,1,1
29701,IPC,307,1,1
29702,IT,66C,1,1
29703,IT,66C,1,1
29705,IPC,304A,1,1
29706,IPC,307,1,1
29707,IPC,307,1,1
29708,NDPS,20,1,1
29709,IPC,420,1,1
29710,IT,66D,1,1
29711,IPC,279,1,1
29712,IPC,279,1,1
29713,IT,66D,1,1
29714,IPC,279,1,1
29715,IPC,302,1,1
29716,IPC,302,1,1
29717,NDPS,21,1,1
29718,IPC,307,1,1
29719,IPC,379,1,1
29720,NDPS,20,1,1
29721,IPC,304A,1,1
29722,IT,66C,1,1
29723,IPC,379,1,1
29724,IPC,379,1,1
29725,IPC,379,1,1
29726,NDPS,21,1,1
29727,NDPS,21,1,1
29728,IPC,302,1,1
29729,IT,66D,1,1
29730,NDPS,21,1,1
29731,IPC,307,1,1
29732,IPC,307,1,1
29733,IPC,307,1,1
29735,IT,66C,1,1
29736,IPC,379,1,1
29737,IPC,304A,1,1
29738,IPC,307,1,1
29739,NDPS,20,1,1
29740,IPC,420,1,1
29741,IPC,304A,1,1
29742,IPC,379,1,1
29743,NDPS,21,1,1
29744,IPC,279,1,1
29746,IT,66D,1,1
29747,IPC,379,1,1
29748,IPC,307,1,1
29749,NDPS,20,1,1
29750,IPC,304A,1,1
29751,IPC,302,1,1
29752,IT,66C,1,1
29753,NDPS,20,1,1
29754,IPC,379,1,1
29755,IPC,307,1,1
29756,IPC,302,1,1
29757,IPC,379,1,1
29758,IT,66C,1,1
29760,IPC,302,1,1
29761,IPC,304A,1,1
29762,IPC,302,1,1
29763,IPC,307,1,1
29764,IPC,379,1,1
29765,IPC,420,1,1
29766,IPC,420,1,1
29767,IT,66D,1,1
29768,NDPS,20,1,1
29769,IPC,379,1,1
29770,IPC,420,1,1
29772,IT,66D,1,1
29773,IT,66C,1,1
29774,IPC,420,1,1
29775,IPC,307,1,1
29776,IPC,302,1,1
29777,IT,66C,1,1
29778,IPC,379,1,1
29779,NDPS,21,1,1
29780,IPC,304A,1,1
29781,IT,66C,1,1
