ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
9527,19885,1,2020-09-21,1,16,93,416,42,49891,1,0
9528,19888,1,2023-12-28,1,6,121,25,61,49897,1,0
9529,19888,1,2024-01-04,1,18,121,25,61,49898,1,0
9530,19888,1,2024-01-23,1,23,121,25,61,49899,1,0
9531,19893,1,2024-07-26,1,4,128,259,64,49914,1,0
9532,19897,1,2020-03-02,1,15,117,7,55,49920,1,0
9533,19897,1,2020-02-23,1,16,117,7,55,49921,1,0
9534,19897,1,2020-02-14,1,24,117,7,55,49922,1,0
9535,19897,1,2020-03-02,1,26,117,7,55,49923,1,0
9536,19898,1,2022-11-18,1,3,216,210,105,49924,1,0
9537,19898,1,2022-11-22,1,3,216,210,105,49925,1,0
9538,19899,1,2022-01-26,1,23,248,92,125,49926,1,0
9539,19902,1,2025-06-13,1,25,21,446,11,49933,1,0
9540,19902,1,2025-06-01,1,18,21,446,11,49934,1,0
9541,19904,1,2025-03-01,1,5,148,292,77,49937,1,0
9542,19904,1,2025-02-19,1,8,148,292,77,49938,1,0
9543,19904,1,2025-02-08,1,12,148,292,77,49939,1,0
9544,19907,1,2025-11-26,1,5,11,328,3,49947,1,0
9545,19909,1,2023-05-10,1,26,13,214,7,49950,1,0
9546,19912,1,2022-08-28,1,15,4,92,1,49954,1,0
9547,19921,1,2026-01-01,1,26,167,436,80,49974,1,0
9548,19922,1,2020-04-16,1,3,248,92,127,49975,1,0
9549,19922,1,2020-04-25,1,17,248,92,127,49977,1,0
9550,19926,1,2025-04-17,1,1,79,393,40,49983,1,0
9551,19926,1,2025-04-12,1,20,79,393,40,49984,1,0
9552,19929,1,2022-12-05,1,27,15,69,10,49991,1,0
9553,19933,1,2026-07-03,1,30,234,109,119,50000,1,0
9554,19933,1,2026-06-14,1,17,234,109,119,50001,1,0
9555,19933,1,2026-07-05,1,20,234,109,119,50002,1,0
9556,19933,1,2026-06-30,1,15,234,109,119,50003,1,0
9557,19934,1,2022-10-29,1,31,90,492,41,50004,1,0
9558,19934,1,2022-10-11,1,29,90,492,41,50005,1,0
9559,19937,1,2023-03-06,1,3,252,267,125,50013,1,0
9560,19939,1,2023-02-27,1,14,47,186,17,50018,1,0
9561,19939,1,2023-02-28,1,31,47,186,17,50019,1,0
9562,19945,1,2026-07-07,1,1,99,222,45,50030,1,0
9563,19945,1,2026-07-13,1,21,99,222,45,50031,1,0
9564,19953,1,2022-11-05,1,24,210,380,103,50055,1,0
9565,19953,1,2022-11-07,1,13,210,380,103,50056,1,0
9566,19957,1,2026-08-09,1,5,179,141,90,50063,1,0
9567,19957,1,2026-07-22,1,10,179,141,90,50064,1,0
9568,19966,1,2024-06-03,1,15,214,118,103,50086,1,0
9569,19966,1,2024-06-17,1,29,214,118,103,50087,1,0
9570,19966,1,2024-06-03,1,17,214,118,103,50088,1,0
9571,19966,1,2024-06-22,1,7,214,118,103,50089,1,0
9572,19970,1,2025-12-30,1,8,161,56,79,50096,1,0
9573,19970,1,2026-01-05,1,19,161,56,79,50097,1,0
9574,19974,1,2021-10-26,1,21,80,287,40,50106,1,0
9575,19974,1,2021-10-17,1,7,80,287,40,50107,1,0
9576,19974,1,2021-10-29,1,7,80,287,40,50108,1,0
9577,19979,1,2026-01-03,1,16,108,373,49,50118,1,0
9578,19979,1,2026-01-20,1,21,108,373,49,50119,1,0
9579,19980,1,2026-06-17,1,27,147,103,76,50120,1,0
9580,19984,1,2020-06-10,1,27,1,22,2,50131,1,0
9581,19985,1,2024-03-26,1,31,121,25,62,50132,1,0
9582,19985,1,2024-03-22,1,17,121,25,62,50133,1,0
9583,19985,1,2024-04-08,1,5,121,25,62,50134,1,0
9584,19985,1,2024-04-06,1,21,121,25,62,50135,1,0
9585,19998,1,2025-03-14,1,13,129,440,67,50172,1,0
9586,19998,1,2025-03-02,1,17,129,440,67,50173,1,0
9587,19998,1,2025-03-16,1,23,129,440,67,50174,1,0
9588,20000,1,2022-06-10,1,31,256,76,129,50176,1,0
9589,20004,1,2025-12-11,1,24,16,105,6,50190,1,0
9590,20004,1,2025-12-10,1,16,16,105,6,50191,1,0
9591,20004,1,2025-12-15,1,25,16,105,6,50192,1,0
9592,20004,1,2025-12-23,1,3,16,105,6,50193,1,0
9593,20006,1,2026-05-15,1,17,158,31,79,50197,1,0
9594,20006,1,2026-05-12,1,24,158,31,79,50198,1,0
9595,20006,1,2026-05-05,1,2,158,31,79,50199,1,0
9596,20006,1,2026-05-01,1,29,158,31,79,50200,1,0
9597,20011,1,2020-09-15,1,2,126,184,66,50213,1,0
9598,20011,1,2020-09-30,1,22,126,184,66,50214,1,0
9599,20017,1,2024-12-27,1,22,126,295,68,50233,1,0
9600,20024,1,2023-09-23,1,26,228,67,112,50245,1,0
9601,20030,1,2024-06-26,1,29,237,433,119,50257,1,0
9602,20034,1,2022-09-07,1,3,262,196,130,50265,1,0
9603,20034,1,2022-09-18,1,15,262,196,130,50266,1,0
9604,20034,1,2022-09-05,1,25,262,196,130,50267,1,0
9605,20034,1,2022-10-04,1,2,262,196,130,50268,1,0
9606,20040,1,2020-02-03,1,26,117,7,56,50281,1,0
9607,20040,1,2020-02-11,1,13,117,7,56,50282,1,0
9608,20055,1,2023-04-10,1,14,157,403,78,50323,1,0
9609,20062,1,2022-08-27,1,16,3,408,1,50339,1,0
9610,20062,1,2022-09-14,1,15,3,408,1,50340,1,0
9611,20062,1,2022-09-10,1,13,3,408,1,50341,1,0
9612,20064,1,2022-04-09,1,5,231,100,118,50345,1,0
9613,20065,1,2022-05-22,1,24,136,300,71,50346,1,0
9614,20066,1,2026-07-08,1,6,71,365,33,50347,1,0
9615,20066,1,2026-07-14,1,8,71,365,33,50348,1,0
9616,20076,1,2025-03-20,1,8,159,144,79,50374,1,0
9617,20076,1,2025-03-17,1,12,159,144,79,50375,1,0
9618,20080,1,2020-12-28,1,13,212,149,102,50380,1,0
9619,20080,1,2021-01-17,1,16,212,149,102,50381,1,0
9620,20080,1,2021-01-18,1,30,212,149,102,50382,1,0
9621,20086,1,2021-05-04,1,26,140,437,72,50399,1,0
9622,20086,1,2021-05-03,1,1,140,437,72,50400,1,0
9623,20086,1,2021-05-14,1,14,140,437,72,50401,1,0
9624,20086,1,2021-05-14,1,4,140,437,72,50402,1,0
9625,20088,1,2026-03-28,1,27,107,192,50,50406,1,0
9626,20088,1,2026-03-01,1,24,107,192,50,50407,1,0
9627,20088,1,2026-03-22,1,3,107,192,50,50408,1,0
9628,20097,1,2023-06-09,1,18,146,155,73,50431,1,0
9629,20097,1,2023-05-21,1,14,146,155,73,50432,1,0
9630,20104,1,2025-09-18,1,22,10,197,5,50451,1,0
9631,20105,1,2021-11-18,1,10,26,211,14,50452,1,0
9632,20105,1,2021-11-27,1,16,26,211,14,50453,1,0
9633,20105,1,2021-11-28,1,28,26,211,14,50454,1,0
9634,20105,1,2021-11-24,1,21,26,211,14,50455,1,0
9635,20115,1,2022-09-22,1,18,120,424,56,50483,1,0
9636,20120,1,2020-05-10,1,11,8,315,5,50497,1,0
9637,20120,1,2020-05-17,1,29,8,315,5,50498,1,0
9638,20121,1,2023-05-05,1,22,123,119,60,50501,1,0
9639,20122,1,2023-03-08,1,18,186,363,94,50503,1,0
9640,20122,1,2023-03-25,1,22,186,363,94,50504,1,0
9641,20131,1,2023-05-21,1,24,181,476,91,50524,1,0
9642,20133,1,2024-10-23,1,3,106,6,51,50527,1,0
9643,20133,1,2024-10-24,1,10,106,6,51,50528,1,0
9644,20133,1,2024-10-19,1,16,106,6,51,50529,1,0
9645,20141,1,2020-03-03,1,12,248,92,125,50549,1,0
9646,20141,1,2020-02-26,1,21,248,92,125,50550,1,0
9647,20141,1,2020-02-27,1,22,248,92,125,50551,1,0
9648,20141,1,2020-03-11,1,20,248,92,125,50552,1,0
9649,20143,1,2024-04-29,1,11,187,30,94,50556,1,0
9650,20143,1,2024-05-05,1,20,187,30,94,50557,1,0
9651,20143,1,2024-05-09,1,31,187,30,94,50558,1,0
9652,20143,1,2024-04-19,1,20,187,30,94,50559,1,0
9653,20154,1,2026-06-22,1,7,158,31,78,50586,1,0
9654,20159,1,2024-04-26,1,29,17,151,8,50598,1,0
9655,20159,1,2024-04-14,1,14,17,151,8,50599,1,0
9656,20159,1,2024-04-07,1,15,17,151,8,50601,1,0
9657,20164,1,2025-04-20,1,18,94,51,43,50610,1,0
9658,20164,1,2025-05-03,1,30,94,51,43,50611,1,0
9659,20166,1,2021-09-19,1,11,198,353,100,50615,1,0
9660,20166,1,2021-10-01,1,15,198,353,100,50617,1,0
9661,20172,1,2020-06-23,1,19,14,390,10,50628,1,0
9662,20172,1,2020-06-17,1,10,14,390,10,50630,1,0
9663,20173,1,2023-03-06,1,25,2,483,2,50631,1,0
9664,20174,1,2021-07-16,1,24,101,190,45,50632,1,0
9665,20174,1,2021-07-23,1,24,101,190,45,50633,1,0
9666,20184,1,2025-02-26,1,30,227,319,115,50652,1,0
9667,20184,1,2025-03-06,1,4,227,319,115,50653,1,0
9668,20184,1,2025-02-15,1,10,227,319,115,50654,1,0
9669,20184,1,2025-03-10,1,12,227,319,115,50655,1,0
9670,20187,1,2022-12-20,1,9,263,431,129,50662,1,0
9671,20187,1,2023-01-06,1,17,263,431,129,50663,1,0
9672,20194,1,2023-03-05,1,8,40,161,16,50676,1,0
9673,20201,1,2025-12-20,1,25,152,133,75,50690,1,0
9674,20201,1,2025-12-31,1,29,152,133,75,50691,1,0
9675,20217,1,2025-12-29,1,8,183,386,89,50726,1,0
9676,20217,1,2025-12-24,1,1,183,386,89,50727,1,0
9677,20219,1,2026-10-27,1,25,138,168,72,50730,1,0
9678,20219,1,2026-11-03,1,9,138,168,72,50731,1,0
9679,20222,1,2024-07-08,1,13,84,400,39,50738,1,0
9680,20228,1,2024-01-21,1,8,81,285,40,50750,1,0
9681,20234,1,2024-06-30,1,22,164,63,79,50765,1,0
9682,20234,1,2024-07-09,1,21,164,63,79,50766,1,0
9683,20234,1,2024-06-18,1,28,164,63,79,50767,1,0
9684,20234,1,2024-07-07,1,21,164,63,79,50768,1,0
9685,20239,1,2026-12-18,1,6,96,470,43,50777,1,0
9686,20239,1,2026-12-11,1,8,96,470,43,50778,1,0
9687,20239,1,2026-11-26,1,26,96,470,43,50779,1,0
9688,20239,1,2026-11-29,1,21,96,470,43,50780,1,0
9689,20242,1,2024-07-06,1,11,138,168,70,50789,1,0
9690,20242,1,2024-07-08,1,27,138,168,70,50790,1,0
9691,20242,1,2024-07-15,1,25,138,168,70,50791,1,0
9692,20246,1,2022-12-01,1,12,39,226,16,50800,1,0
9693,20246,1,2022-12-06,1,6,39,226,16,50802,1,0
9694,20246,1,2022-12-20,1,6,39,226,16,50803,1,0
9695,20249,1,2024-06-15,1,20,118,170,55,50809,1,0
9696,20252,1,2021-08-21,1,31,25,169,11,50816,1,0
9697,20252,1,2021-09-08,1,9,25,169,11,50817,1,0
9698,20253,1,2022-04-15,1,7,15,69,9,50819,1,0
9699,20253,1,2022-03-27,1,2,15,69,9,50820,1,0
9700,20253,1,2022-04-13,1,8,15,69,9,50821,1,0
9701,20261,1,2024-11-30,1,14,217,247,106,50837,1,0
9702,20265,1,2024-12-02,1,27,151,245,76,50845,1,0
9703,20269,1,2022-06-24,1,12,3,408,1,50854,1,0
9704,20269,1,2022-06-20,1,26,3,408,1,50855,1,0
9705,20269,1,2022-06-18,1,5,3,408,1,50856,1,0
9706,20275,1,2021-10-06,1,2,161,56,79,50872,1,0
9707,20275,1,2021-09-20,1,8,161,56,79,50873,1,0
9708,20278,1,2024-05-31,1,18,229,466,115,50883,1,0
9709,20278,1,2024-05-18,1,30,229,466,115,50884,1,0
9710,20278,1,2024-05-31,1,24,229,466,115,50885,1,0
9711,20278,1,2024-05-07,1,16,229,466,115,50886,1,0
9712,20279,1,2024-12-23,1,30,163,223,79,50888,1,0
9713,20279,1,2024-12-17,1,1,163,223,79,50889,1,0
9714,20286,1,2023-11-13,1,19,128,259,66,50906,1,0
9715,20298,1,2024-05-09,1,1,29,29,18,50934,1,0
9716,20298,1,2024-05-18,1,27,29,29,18,50935,1,0
9717,20298,1,2024-05-08,1,28,29,29,18,50936,1,0
9718,20307,1,2021-02-17,1,29,94,51,43,50958,1,0
9719,20307,1,2021-02-11,1,23,94,51,43,50959,1,0
9720,20312,1,2020-08-29,1,23,126,184,64,50969,1,0
9721,20312,1,2020-08-24,1,12,126,184,64,50970,1,0
9722,20313,1,2020-02-07,1,3,257,346,129,50971,1,0
9723,20322,1,2025-08-01,1,22,217,247,106,50991,1,0
9724,20322,1,2025-08-06,1,6,217,247,106,50992,1,0
9725,20322,1,2025-08-11,1,21,217,247,106,50993,1,0
9726,20327,1,2024-02-21,1,1,82,421,40,50998,1,0
9727,20327,1,2024-02-13,1,9,82,421,40,50999,1,0
9728,20329,1,2022-05-24,1,25,87,114,39,51004,1,0
9729,20342,1,2025-09-21,1,30,44,344,18,51033,1,0
9730,20342,1,2025-09-20,1,22,44,344,18,51034,1,0
9731,20358,1,2026-06-30,1,6,23,242,14,51070,1,0
9732,20358,1,2026-06-26,1,2,23,242,14,51071,1,0
9733,20358,1,2026-07-09,1,11,23,242,14,51072,1,0
9734,20362,1,2024-11-11,1,10,207,291,103,51078,1,0
9735,20362,1,2024-11-10,1,18,207,291,103,51079,1,0
9736,20362,1,2024-11-17,1,13,207,291,103,51080,1,0
9737,20362,1,2024-11-09,1,18,207,291,103,51081,1,0
9738,20378,1,2021-08-20,1,21,81,450,39,51124,1,0
9739,20381,1,2024-01-15,1,2,174,372,85,51127,1,0
9740,20389,1,2021-04-16,1,31,184,208,91,51142,1,0
9741,20391,1,2020-08-16,1,1,42,83,18,51147,1,0
9742,20392,1,2023-03-23,1,10,210,380,104,51148,1,0
9743,20392,1,2023-03-08,1,17,210,380,104,51149,1,0
9744,20392,1,2023-02-25,1,14,210,380,104,51150,1,0
9745,20392,1,2023-03-22,1,4,210,380,104,51151,1,0
9746,20393,1,2020-01-25,1,1,260,11,130,51152,1,0
9747,20393,1,2020-01-23,1,5,260,11,130,51153,1,0
9748,20393,1,2020-02-06,1,23,260,11,130,51154,1,0
9749,20398,1,2020-02-10,1,22,172,30,81,51164,1,0
9750,20398,1,2020-02-15,1,16,172,30,81,51165,1,0
9751,20398,1,2020-02-16,1,19,172,30,81,51166,1,0
9752,20408,1,2020-01-11,1,15,138,168,72,51190,1,0
9753,20408,1,2020-01-08,1,22,138,168,72,51191,1,0
9754,20408,1,2020-01-23,1,4,138,168,72,51192,1,0
9755,20408,1,2020-01-19,1,24,138,168,72,51193,1,0
9756,20409,1,2024-08-27,1,21,243,457,123,51194,1,0
9757,20409,1,2024-08-11,1,24,243,457,123,51195,1,0
9758,20409,1,2024-08-25,1,21,243,457,123,51196,1,0
9759,20409,1,2024-08-31,1,15,243,457,123,51197,1,0
9760,20413,1,2023-06-14,1,14,86,298,39,51207,1,0
9761,20413,1,2023-06-17,1,21,86,298,39,51209,1,0
9762,20413,1,2023-06-26,1,24,86,298,39,51210,1,0
9763,20416,1,2024-10-19,1,7,61,15,22,51216,1,0
9764,20416,1,2024-10-09,1,18,61,15,22,51218,1,0
9765,20424,1,2022-09-08,1,17,256,206,129,51234,1,0
9766,20424,1,2022-09-10,1,6,256,206,129,51235,1,0
9767,20429,1,2023-10-02,1,7,90,157,41,51251,1,0
9768,20429,1,2023-09-13,1,28,90,157,41,51252,1,0
9769,20429,1,2023-09-16,1,15,90,157,41,51253,1,0
9770,20429,1,2023-09-24,1,29,90,157,41,51254,1,0
9771,20432,1,2025-03-04,1,28,174,372,88,51260,1,0
9772,20432,1,2025-03-17,1,11,174,372,88,51261,1,0
9773,20434,1,2023-12-07,1,24,206,359,101,51265,1,0
9774,20439,1,2022-11-25,1,10,120,424,55,51277,1,0
9775,20439,1,2022-11-22,1,4,120,424,55,51278,1,0
9776,20441,1,2022-01-22,1,30,227,305,116,51282,1,0
9777,20447,1,2021-02-16,1,20,42,83,18,51296,1,0
9778,20447,1,2021-03-04,1,20,42,83,18,51297,1,0
9779,20452,1,2026-09-11,1,19,31,174,20,51307,1,0
9780,20452,1,2026-09-10,1,9,31,174,20,51308,1,0
9781,20453,1,2026-03-06,1,20,252,267,125,51309,1,0
9782,20453,1,2026-03-07,1,6,252,267,125,51310,1,0
9783,20453,1,2026-03-14,1,22,252,267,125,51311,1,0
9784,20456,1,2024-05-26,1,11,5,162,2,51317,1,0
9785,20456,1,2024-05-22,1,6,5,162,2,51318,1,0
9786,20458,1,2024-11-14,1,3,96,177,43,51321,1,0
9787,20461,1,2020-05-22,1,13,124,288,60,51328,1,0
9788,20461,1,2020-06-04,1,10,124,288,60,51329,1,0
9789,20463,1,2021-11-21,1,22,239,302,118,51334,1,0
9790,20463,1,2021-12-10,1,23,239,302,118,51336,1,0
9791,20470,1,2024-02-20,1,18,221,86,110,51351,1,0
9792,20472,1,2021-01-10,1,29,244,478,123,51356,1,0
9793,20472,1,2021-01-07,1,14,244,478,123,51357,1,0
9794,20478,1,2020-08-29,1,6,162,414,78,51374,1,0
9795,20478,1,2020-09-02,1,7,162,414,78,51375,1,0
9796,20478,1,2020-09-04,1,4,162,414,78,51376,1,0
9797,20484,1,2022-03-31,1,17,137,299,69,51391,1,0
9798,20490,1,2023-05-06,1,4,33,46,16,51407,1,0
9799,20493,1,2021-08-21,1,14,200,336,101,51414,1,0
9800,20507,1,2024-11-29,1,10,62,279,23,51450,1,0
9801,20507,1,2024-11-25,1,14,62,279,23,51451,1,0
9802,20510,1,2023-04-08,1,10,198,353,97,51455,1,0
9803,20510,1,2023-03-28,1,17,198,353,97,51456,1,0
9804,20510,1,2023-03-28,1,2,198,353,97,51457,1,0
9805,20514,1,2023-04-02,1,25,248,92,125,51465,1,0
9806,20514,1,2023-04-06,1,21,248,92,125,51466,1,0
9807,20521,1,2025-12-28,1,26,204,183,99,51481,1,0
9808,20522,1,2024-07-23,1,6,235,313,117,51483,1,0
9809,20523,1,2026-05-26,1,9,55,217,18,51484,1,0
9810,20523,1,2026-06-03,1,16,55,217,18,51485,1,0
9811,20525,1,2024-09-08,1,4,203,419,96,51489,1,0
9812,20525,1,2024-09-11,1,22,203,419,96,51490,1,0
9813,20525,1,2024-09-27,1,25,203,419,96,51491,1,0
9814,20526,1,2020-08-10,1,17,126,295,66,51493,1,0
9815,20534,1,2022-06-11,1,1,217,247,110,51511,1,0
9816,20537,1,2022-03-19,1,23,51,172,16,51516,1,0
9817,20538,1,2023-01-09,1,14,26,211,13,51517,1,0
9818,20538,1,2022-12-13,1,26,26,211,13,51518,1,0
9819,20538,1,2023-01-11,1,7,26,211,13,51519,1,0
9820,20538,1,2022-12-25,1,10,26,211,13,51520,1,0
9821,20539,1,2021-03-25,1,27,234,109,119,51522,1,0
9822,20540,1,2024-07-01,1,28,40,161,20,51524,1,0
9823,20540,1,2024-06-18,1,15,40,161,20,51525,1,0
9824,20540,1,2024-06-29,1,17,40,161,20,51526,1,0
9825,20540,1,2024-06-07,1,11,40,161,20,51527,1,0
9826,20546,1,2023-01-18,1,28,53,264,17,51544,1,0
9827,20550,1,2021-03-06,1,9,244,379,123,51558,1,0
9828,20550,1,2021-02-26,1,22,244,379,123,51559,1,0
9829,20550,1,2021-03-19,1,20,244,379,123,51561,1,0
9830,20558,1,2022-10-17,1,16,15,69,7,51577,1,0
9831,20559,1,2026-08-03,1,24,152,40,73,51578,1,0
9832,20559,1,2026-07-30,1,29,152,40,73,51579,1,0
9833,20559,1,2026-07-16,1,31,152,40,73,51580,1,0
9834,20564,1,2021-01-24,1,14,21,326,14,51592,1,0
9835,20566,1,2026-05-01,1,12,45,451,19,51596,1,0
9836,20568,1,2023-06-19,1,14,8,288,3,51599,1,0
9837,20569,1,2024-07-01,1,13,113,79,55,51600,1,0
9838,20569,1,2024-07-14,1,27,113,79,55,51601,1,0
9839,20571,1,2023-10-15,1,7,153,284,78,51603,1,0
9840,20579,1,2023-09-10,1,23,32,12,21,51628,1,0
9841,20579,1,2023-08-28,1,9,32,12,21,51629,1,0
9842,20579,1,2023-09-09,1,16,32,12,21,51630,1,0
9843,20589,1,2024-07-22,1,20,223,2,116,51654,1,0
9844,20589,1,2024-08-01,1,29,223,2,116,51656,1,0
9845,20593,1,2021-08-07,1,16,203,499,97,51664,1,0
9846,20593,1,2021-07-31,1,17,203,499,97,51665,1,0
9847,20596,1,2023-11-04,1,1,99,205,45,51673,1,0
9848,20596,1,2023-11-14,1,2,99,205,45,51674,1,0
9849,20596,1,2023-11-15,1,14,99,205,45,51675,1,0
9850,20604,1,2022-01-03,1,24,263,405,129,51696,1,0
9851,20604,1,2022-01-02,1,16,263,405,129,51698,1,0
9852,20618,1,2021-03-30,1,5,206,359,97,51727,1,0
9853,20623,1,2021-10-12,1,10,224,80,115,51740,1,0
9854,20623,1,2021-10-11,1,11,224,80,115,51741,1,0
9855,20623,1,2021-10-25,1,10,224,80,115,51743,1,0
9856,20631,1,2022-12-14,1,18,241,139,124,51761,1,0
9857,20631,1,2022-12-15,1,8,241,139,124,51762,1,0
9858,20635,1,2026-05-30,1,9,211,371,103,51769,1,0
9859,20637,1,2023-04-13,1,16,156,294,78,51774,1,0
9860,20637,1,2023-03-25,1,3,156,294,78,51775,1,0
9861,20637,1,2023-04-03,1,20,156,294,78,51776,1,0
9862,20642,1,2026-01-27,1,15,251,396,126,51786,1,0
9863,20642,1,2026-01-31,1,4,251,396,126,51788,1,0
9864,20646,1,2023-06-28,1,24,257,330,130,51801,1,0
9865,20646,1,2023-07-03,1,9,257,330,130,51802,1,0
9866,20646,1,2023-07-21,1,15,257,330,130,51803,1,0
9867,20646,1,2023-07-17,1,29,257,330,130,51804,1,0
9868,20659,1,2024-09-26,1,16,79,181,40,51841,1,0
9869,20659,1,2024-09-25,1,20,79,181,40,51842,1,0
9870,20660,1,2022-09-13,1,29,171,223,81,51843,1,0
9871,20660,1,2022-09-06,1,21,171,223,81,51844,1,0
9872,20660,1,2022-08-31,1,11,171,223,81,51845,1,0
9873,20662,1,2026-04-19,1,16,245,233,120,51849,1,0
9874,20662,1,2026-04-14,1,15,245,233,120,51852,1,0
9875,20670,1,2020-06-29,1,7,233,328,119,51872,1,0
9876,20670,1,2020-07-10,1,28,233,328,119,51873,1,0
9877,20670,1,2020-07-25,1,13,233,328,119,51874,1,0
9878,20672,1,2023-03-17,1,10,197,21,96,51877,1,0
9879,20679,1,2024-12-23,1,22,67,187,32,51892,1,0
9880,20681,1,2020-05-10,1,9,5,192,1,51897,1,0
9881,20681,1,2020-05-05,1,18,5,192,1,51898,1,0
9882,20682,1,2025-05-16,1,31,84,41,40,51899,1,0
9883,20695,1,2024-07-17,1,17,50,268,18,51925,1,0
9884,20695,1,2024-07-29,1,22,50,268,18,51926,1,0
9885,20695,1,2024-08-03,1,24,50,268,18,51928,1,0
9886,20697,1,2023-11-10,1,13,169,228,82,51931,1,0
9887,20697,1,2023-10-15,1,14,169,228,82,51932,1,0
9888,20697,1,2023-11-12,1,12,169,228,82,51933,1,0
9889,20697,1,2023-10-19,1,1,169,228,82,51934,1,0
9890,20698,1,2023-12-13,1,31,74,448,35,51935,1,0
9891,20698,1,2023-12-12,1,14,74,448,35,51936,1,0
9892,20698,1,2023-12-13,1,3,74,448,35,51937,1,0
9893,20700,1,2022-10-27,1,7,9,87,4,51939,1,0
9894,20700,1,2022-11-11,1,16,9,87,4,51940,1,0
9895,20700,1,2022-11-05,1,6,9,87,4,51941,1,0
9896,20700,1,2022-11-09,1,29,9,87,4,51942,1,0
9897,20701,1,2026-10-11,1,18,47,345,16,51943,1,0
9898,20706,1,2021-05-14,1,27,83,315,39,51957,1,0
9899,20706,1,2021-05-09,1,29,83,315,39,51958,1,0
9900,20707,1,2023-09-18,1,12,232,349,119,51961,1,0
9901,20707,1,2023-10-07,1,20,232,349,119,51962,1,0
9902,20716,1,2020-09-28,1,19,156,17,78,51980,1,0
9903,20717,1,2024-12-18,1,26,47,345,16,51981,1,0
9904,20717,1,2024-12-31,1,28,47,345,16,51982,1,0
9905,20725,1,2020-09-08,1,18,171,452,83,52000,1,0
9906,20747,1,2024-06-11,1,3,141,351,70,52043,1,0
9907,20747,1,2024-06-21,1,14,141,351,70,52045,1,0
9908,20754,1,2023-10-14,1,31,105,162,53,52059,1,0
9909,20758,1,2020-05-04,1,2,43,341,19,52067,1,0
9910,20758,1,2020-04-18,1,30,43,341,19,52068,1,0
9911,20759,1,2021-08-13,1,7,256,269,128,52069,1,0
9912,20759,1,2021-08-26,1,12,256,269,128,52070,1,0
9913,20759,1,2021-08-07,1,6,256,269,128,52071,1,0
9914,20759,1,2021-08-16,1,20,256,269,128,52072,1,0
9915,20760,1,2021-05-25,1,23,36,189,18,52073,1,0
9916,20760,1,2021-05-21,1,2,36,189,18,52074,1,0
9917,20762,1,2024-10-14,1,16,127,309,64,52078,1,0
9918,20762,1,2024-09-30,1,29,127,309,64,52079,1,0
9919,20766,1,2025-12-13,1,6,149,471,73,52090,1,0
9920,20769,1,2026-08-05,1,24,250,369,126,52094,1,0
9921,20769,1,2026-08-18,1,22,250,369,126,52095,1,0
9922,20769,1,2026-08-11,1,18,250,369,126,52096,1,0
9923,20781,1,2024-08-23,1,16,197,188,101,52125,1,0
9924,20793,1,2020-07-19,1,19,32,225,20,52147,1,0
9925,20796,1,2021-01-01,1,24,114,89,56,52154,1,0
9926,20796,1,2020-12-28,1,21,114,89,56,52155,1,0
9927,20796,1,2021-01-10,1,31,114,89,56,52157,1,0
9928,20803,1,2026-05-24,1,9,190,271,94,52170,1,0
9929,20816,1,2026-12-19,1,5,56,110,19,52199,1,0
9930,20820,1,2022-03-19,1,8,213,426,104,52206,1,0
9931,20820,1,2022-03-31,1,25,213,426,104,52207,1,0
9932,20821,1,2025-11-09,1,3,121,25,60,52208,1,0
9933,20821,1,2025-10-28,1,6,121,25,60,52209,1,0
9934,20824,1,2021-10-19,1,19,169,34,83,52215,1,0
9935,20825,1,2023-06-02,1,24,112,24,51,52217,1,0
9936,20826,1,2024-01-25,1,20,86,298,40,52218,1,0
9937,20826,1,2024-01-27,1,11,86,298,40,52220,1,0
9938,20830,1,2021-09-27,1,7,118,170,55,52225,1,0
9939,20830,1,2021-09-19,1,6,118,170,55,52226,1,0
9940,20832,1,2026-07-12,1,12,232,349,118,52230,1,0
9941,20833,1,2023-01-07,1,10,55,68,18,52231,1,0
9942,20833,1,2023-01-12,1,14,55,68,18,52232,1,0
9943,20848,1,2020-05-28,1,6,78,251,39,52268,1,0
9944,20861,1,2021-08-28,1,2,146,301,75,52295,1,0
9945,20862,1,2021-11-16,1,22,5,162,2,52296,1,0
9946,20862,1,2021-11-19,1,5,5,162,2,52297,1,0
9947,20862,1,2021-11-18,1,23,5,162,2,52298,1,0
9948,20868,1,2023-11-05,1,5,103,463,45,52312,1,0
9949,20874,1,2024-12-23,1,22,172,151,82,52323,1,0
9950,20874,1,2024-12-15,1,8,172,151,82,52324,1,0
9951,20874,1,2024-12-16,1,28,172,151,82,52325,1,0
9952,20874,1,2024-12-28,1,14,172,151,82,52326,1,0
9953,20889,1,2021-02-14,1,9,107,412,52,52364,1,0
9954,20889,1,2021-02-13,1,4,107,412,52,52365,1,0
9955,20889,1,2021-02-07,1,17,107,412,52,52366,1,0
9956,20892,1,2024-03-18,1,25,62,279,23,52369,1,0
9957,20901,1,2021-01-21,1,6,236,248,119,52388,1,0
9958,20901,1,2021-02-06,1,23,236,248,119,52390,1,0
9959,20903,1,2022-02-14,1,13,259,332,129,52392,1,0
